Plant_ID	Block	Genotype	Site	Obs	Date	Stg	TCO	H	rosLN	rosDLN	rosAD	DamPC
kw_0887	j.02	JAM	ALD	MW		FS2	0	171	0	0	0	0
kw_0888	j.02	BSC	ALD	MW		FS1	0	213	0	0	0	0
kw_0889	j.02	PAR	ALD	MW		X						
kw_0890	j.02	WHC	ALD	MW		FS1	0	132	1	1	20	20
kw_0891	j.02	MIL	ALD	MW		B	1	72	8	4	20	10
kw_0892	j.02	BHM	ALD	MW		X						
kw_0893	j.02	MFP	ALD	MW		X						
kw_0894	j.02	HMC	ALD	MW		X						
kw_0895	j.02	ECM	ALD	MW		B	1	80	6	6	30	30
kw_0896	j.02	SIL	ALD	MW		FO	0	215	5	1	5	1
kw_0897	j.02	BVC	ALD	MW		FO	0	245	0	0	0	0
kw_0898	j.02	DDW	ALD	MW		FS1	0	175	6	6	15	15
kw_0899	j.02	FLF	ALD	MW		FS2	0	169	2	2	15	15
kw_0900	j.02	EGM	ALD	MW		B	1	306	5	2	10	4
kw_0901	j.03	BNK	ALD	RK		X						
kw_0902	j.03	WHC	ALD	RK		SO	0	214	1	1	10	10
kw_0903	j.03	MFP	ALD	RK		X						
kw_0904	j.03	BSC	ALD	RK		X						
kw_0905	j.03	PAR	ALD	RK		X						
kw_0906	j.03	MFP	ALD	RK		X						
kw_0907	j.03	EGM	ALD	RK		B	1	216	2	2	10	10
kw_0908	j.03	DDW	ALD	RK		FO	0	144	0	0	0	0
kw_0909	j.03	EGM	ALD	RK		X						
kw_0910	j.03	ECM	ALD	RK		X						
kw_0911	j.03	BVM	ALD	RK		X						
kw_0912	j.03	LTM	ALD	RK		X						
kw_0913	j.03	PCS	ALD	RK		FS1	0	138	0	0	0	0
kw_0914	j.03	BHS	ALD	RK		B	1	65	2	2	20	20
kw_0915	j.03	THT	ALD	RK		B	0	29	14	14	30	30
kw_0916	j.03	PAR	ALD	RK		X						
kw_0917	j.03	ECM	ALD	RK		X						
kw_0918	j.03	IRF	ALD	RK		X						
kw_0919	j.03	MAH	ALD	RK		X						
kw_0920	j.03	FLF	ALD	RK		B	1	97	1	1	10	10
kw_0921	j.03	RUB	ALD	RK		FO	0	143	6	0	0	0
kw_0922	j.03	BHM	ALD	RK		FO	0	143	6	0	0	0
kw_0923	j.03	SAD	ALD	RK		X						
kw_0924	j.03	THT	ALD	RK		FO	0	99	9	1	5	0.555555556
kw_0925	j.03	BHM	ALD	RK		FO	0	113	5	5	10	10
kw_0926	j.03	MIL	ALD	RK		B	1	163	11	11	20	20
kw_0927	j.03	FLF	ALD	RK		X						
kw_0928	j.03	BNK	ALD	RK		X						
kw_0929	j.03	PCS	ALD	RK		X						
kw_0930	j.03	IRF	ALD	RK		B	1	101	5	5	30	30
kw_0931	j.03	BVM	ALD	RK		X						
kw_0932	j.03	JAM	ALD	RK		X						
kw_0933	j.03	VNH	ALD	RK		FO	0	238	0	0	0	0
kw_0934	j.03	HMC	ALD	RK		X						
kw_0935	j.03	VNH	ALD	RK		B	1	101	7	7	30	30
kw_0936	j.03	JAM	ALD	RK		X						
kw_0937	j.03	MAH	ALD	RK		SO	1	199	3	3	49	49
kw_0938	j.03	RUB	ALD	RK		R	0	34	8	3	20	7.5
kw_0939	j.03	BHS	ALD	RK		SO	0	108	0	0	0	0
kw_0940	j.03	SIL	ALD	RK		B	0	190	1	1	40	40
kw_0941	j.03	BVC	ALD	RK		X						
kw_0942	j.03	DDW	ALD	RK		X						
kw_0943	j.03	SAD	ALD	RK		X						
kw_0944	j.03	SIL	ALD	RK		B	0	119	3	2	20	13.33333333
kw_0945	j.03	HMC	ALD	RK		X						
kw_0946	j.03	LTM	ALD	RK		B	1	153	0	0	0	0
kw_0947	j.03	WHC	ALD	RK		X						
kw_0948	j.03	BSC	ALD	RK		X						
kw_0949	j.03	MIL	ALD	RK		X						
kw_0950	j.03	BVC	ALD	RK		FO	0	97	6	5	20	16.66666667
kw_0951	j.04	DDW	ALD	MW		FS2	0	224	0	0	0	0
kw_0952	j.04	WHC	ALD	MW		X						
kw_0953	j.04	ECM	ALD	MW		FO	0	272	0	0	0	0
kw_0954	j.04	EGM	ALD	MW		B	1	283	2	0	0	0
kw_0955	j.04	JAM	ALD	MW		SO	0	268	0	0	0	0
kw_0956	j.04	BNK	ALD	MW		FS1	0	118	0	0	0	0
kw_0957	j.04	ECM	ALD	MW		X						
kw_0958	j.04	SAD	ALD	MW		X						
kw_0959	j.04	IRF	ALD	MW		B	0	141	10	9	35	31.5
kw_0960	j.04	MFP	ALD	MW		B	0	52	12	3	5	1.25
kw_0961	j.04	BVC	ALD	MW		FO	0	191	1	0	0	0
kw_0962	j.04	PCS	ALD	MW		SO	0	196	2	1	30	15
kw_0963	j.04	HMC	ALD	MW		X						
kw_0964	j.04	BVM	ALD	MW		X						
kw_0965	j.04	BVM	ALD	MW		X						
kw_0966	j.04	SIL	ALD	MW		FO	0	120	10	10	20	20
kw_0967	j.04	BNK	ALD	MW		R	0	21	10	5	20	10
kw_0968	j.04	DDW	ALD	MW		F1	0	283	3	2	15	10
kw_0969	j.04	BHS	ALD	MW		SO	0	138	0	0	0	0
kw_0970	j.04	WHC	ALD	MW		FS1	0	254	0	0	0	0
kw_0971	j.04	VNH	ALD	MW		FS1	0	215	0	0	0	0
kw_0972	j.04	EGM	ALD	MW		FS1	0	289	0	0	0	0
kw_0973	j.04	MIL	ALD	MW		FO	0	158	1	0	0	0
kw_0974	j.04	MIL	ALD	MW		FS2	0	260	1	0	0	0
kw_0975	j.04	THT	ALD	MW		FS1	0	203	11	11	25	25
kw_0976	j.04	PCS	ALD	MW		B	0	170	5	5	35	35
kw_0977	j.04	BVC	ALD	MW		X						
kw_0978	j.04	MAH	ALD	MW		FS1	0	154	0	0	0	0
kw_0979	j.04	IRF	ALD	MW		FS1	0	288	6	6	10	10
kw_0980	j.04	MFP	ALD	MW		X						
kw_0981	j.04	MAH	ALD	MW		SO	0	133	0	0	0	0
kw_0982	j.04	BHS	ALD	MW		B	1	58	4	3	25	18.75
kw_0983	j.04	RUB	ALD	MW		B	0	62	7	6	20	17.14285714
kw_0984	j.04	BSC	ALD	MW		X						
kw_0985	j.04	FLF	ALD	MW		SO	0	296	0	0	0	0
kw_0986	j.04	THT	ALD	MW		B	1	113	6	6	25	25
kw_0987	j.04	PAR	ALD	MW		R	0	23	17	0	0	0
kw_0988	j.04	VNH	ALD	MW		FO	0	98	6	2	15	5
kw_0989	j.04	RUB	ALD	MW		B	1	90	9	5	10	5.555555556
kw_0990	j.04	JAM	ALD	MW		FS1	0	267	3	3	20	20
kw_0991	j.04	BHM	ALD	MW		FS1	0	162	2	1	20	10
kw_0992	j.04	SAD	ALD	MW		FS2	0	290	0	0	0	0
kw_0993	j.04	LTM	ALD	MW		B	1	188	6	5	15	12.5
kw_0994	j.04	HMC	ALD	MW		X						
kw_0995	j.04	SIL	ALD	MW		X						
kw_0996	j.04	BHM	ALD	MW		X						
kw_0997	j.04	BSC	ALD	MW		FS2	0	146	3	3	20	20
kw_0998	j.04	FLF	ALD	MW		X						
kw_0999	j.04	PAR	ALD	MW		X						
kw_1000	j.04	LTM	ALD	MW		B	0	86	9	9	20	20
kw_1001	j.05	BHM	ALD	RK		SO	0	125	0	0	0	0
kw_1002	j.05	MIL	ALD	RK		X						
kw_1003	j.05	SIL	ALD	RK		FS2	0	226	4	2	40	20
kw_1004	j.05	DDW	ALD	RK		B	1	60	5	5	30	30
kw_1005	j.05	LTM	ALD	RK		B	0	165	3	3	40	40
kw_1006	j.05	BHS	ALD	RK		X						
kw_1007	j.05	BVC	ALD	RK		R	0	57	10	10	30	30
kw_1008	j.05	WHC	ALD	RK		B	1	132	20	11	20	11
kw_1009	j.05	ECM	ALD	RK		X						
kw_1010	j.05	THT	ALD	RK		FO	0	279	7	7	30	30
kw_1011	j.05	VNH	ALD	RK		FO	0	138	4	4	25	25
kw_1012	j.05	MAH	ALD	RK		R	1	20	15	1	10	0.666666667
kw_1013	j.05	SAD	ALD	RK		FS2	0	262	0	0	0	0
kw_1014	j.05	FLF	ALD	RK		X						
kw_1015	j.05	RUB	ALD	RK		B	0	105	8	8	20	20
kw_1016	j.05	BSC	ALD	RK		X						
kw_1017	j.05	ECM	ALD	RK		B	1	132	0	0	0	0
kw_1018	j.05	DDW	ALD	RK		FS1	0	227	4	1	5	1.25
kw_1019	j.05	BVC	ALD	RK		X						
kw_1020	j.05	PCS	ALD	RK		SO	0	278	0	0	0	0
kw_1021	j.05	PAR	ALD	RK		FS2	0	248	2	0	0	0
kw_1022	j.05	RUB	ALD	RK		B	0	139	10	5	5	2.5
kw_1023	j.05	BHS	ALD	RK		SO	0	132	0	0	0	0
kw_1024	j.05	BSC	ALD	RK		X						
kw_1025	j.05	SAD	ALD	RK		FS1	0	263	8	0	0	0
kw_1026	j.05	EGM	ALD	RK		B	1	85	0	0	0	0
kw_1027	j.05	VNH	ALD	RK		X						
kw_1028	j.05	LTM	ALD	RK		FS2	0	337	0	0	0	0
kw_1029	j.05	MAH	ALD	RK		R	0	31	20	1	10	0.5
kw_1030	j.05	BNK	ALD	RK		B	0	113	0	0	0	0
kw_1031	j.05	IRF	ALD	RK		B	0	49	0	0	0	0
kw_1032	j.05	WHC	ALD	RK		X						
kw_1033	j.05	BHM	ALD	RK		X						
kw_1034	j.05	IRF	ALD	RK		B	1	66	1	1	10	10
kw_1035	j.05	MFP	ALD	RK		X						
kw_1036	j.05	JAM	ALD	RK		X						
kw_1037	j.05	SIL	ALD	RK		B	1	110	5	4	15	12
kw_1038	j.05	HMC	ALD	RK		FS1	0	295	0	0	0	0
kw_1039	j.05	THT	ALD	RK		FO	0	213	9	5	15	8.333333333
kw_1040	j.05	PAR	ALD	RK		X						
kw_1041	j.05	JAM	ALD	RK		B	0	153	7	2	10	2.857142857
kw_1042	j.05	BVM	ALD	RK		X						
kw_1043	j.05	EGM	ALD	RK		FS1	0	328	0	0	0	0
kw_1044	j.05	MFP	ALD	RK		X						
kw_1045	j.05	BVM	ALD	RK		X						
kw_1046	j.05	FLF	ALD	RK		X						
kw_1047	j.05	PCS	ALD	RK		B	1	131	7	5	20	14.28571429
kw_1048	j.05	MIL	ALD	RK		X						
kw_1049	j.05	HMC	ALD	RK		X						
kw_1050	j.05	BNK	ALD	RK		X						
kw_1051	j.06	BNK	ALD	RK		X						
kw_1052	j.06	MIL	ALD	RK		X						
kw_1053	j.06	PAR	ALD	RK		X						
kw_1054	j.06	ECM	ALD	RK		FO	0	220	5	3	20	12
kw_1055	j.06	ECM	ALD	RK		X						
kw_1056	j.06	BSC	ALD	RK		X						
kw_1057	j.06	RUB	ALD	RK		X						
kw_1058	j.06	THT	ALD	RK		R	0	52	11	6	15	8.181818182
kw_1059	j.06	MAH	ALD	RK		X						
kw_1060	j.06	BHM	ALD	RK		X						
kw_1061	j.06	SIL	ALD	RK		B	0	167	0	0	0	0
kw_1062	j.06	WHC	ALD	RK		B	0	135	3	2	20	13.33333333
kw_1063	j.06	MAH	ALD	RK		X						
kw_1064	j.06	THT	ALD	RK		R	0	44	10	7	30	21
kw_1065	j.06	BHM	ALD	RK		X						
kw_1066	j.06	PCS	ALD	RK		X						
kw_1067	j.06	DDW	ALD	RK		FS1	0	146	6	8	20	26.66666667
kw_1068	j.06	BVM	ALD	RK		X						
kw_1069	j.06	DDW	ALD	RK		X						
kw_1070	j.06	RUB	ALD	RK		X						
kw_1071	j.06	BHS	ALD	RK		X						
kw_1072	j.06	JAM	ALD	RK		SO	0	237	0	0	0	0
kw_1073	j.06	IRF	ALD	RK		X						
kw_1074	j.06	EGM	ALD	RK		FO	0	188	0	0	0	0
kw_1075	j.06	HMC	ALD	RK		X						
kw_1076	j.06	WHC	ALD	RK		X						
kw_1077	j.06	BVC	ALD	RK		R	0	17	8	1	30	3.75
kw_1078	j.06	VNH	ALD	RK		X						
kw_1079	j.06	PAR	ALD	RK		X						
kw_1080	j.06	BVM	ALD	RK		X						
kw_1081	j.06	JAM	ALD	RK		X						
kw_1082	j.06	FLF	ALD	RK		X						
kw_1083	j.06	BNK	ALD	RK		X						
kw_1084	j.06	LTM	ALD	RK		SO	0	240	0	0	0	0
kw_1085	j.06	MFP	ALD	RK		X						
kw_1086	j.06	BSC	ALD	RK		X						
kw_1087	j.06	SAD	ALD	RK		X						
kw_1088	j.06	BVC	ALD	RK		B	1	128	0	0	0	0
kw_1089	j.06	IRF	ALD	RK		B	1	153	5	5	20	20
kw_1090	j.06	BHS	ALD	RK		SO	1	182	4	0	0	0
kw_1091	j.06	HMC	ALD	RK		FO	1	203	0	0	0	0
kw_1092	j.06	LTM	ALD	RK		B	1	63	2	2	5	5
kw_1093	j.06	MIL	ALD	RK		FS2	0	69	1	0	0	0
kw_1094	j.06	VNH	ALD	RK		FO	0	175	2	2	5	5
kw_1095	j.06	MFP	ALD	RK		R	0	23	5	1	5	1
kw_1096	j.06	SIL	ALD	RK		B	1	128	8	7	20	17.5
kw_1097	j.06	EGM	ALD	RK		FO	0	177	1	1	10	10
kw_1098	j.06	FLF	ALD	RK		SO	0	226	12	0	0	0
kw_1099	j.06	SAD	ALD	RK		SO	0	141	2	2	30	30
kw_1100	j.06	PCS	ALD	RK		B	1	136	2	1	25	12.5
kw_1101	j.07	PAR	ALD	JL		FS	0	361	8	5	10	6.25
kw_1102	j.07	MAH	ALD	JL		SO	0	202	0	0	0	0
kw_1103	j.07	THT	ALD	JL		FS	0	266	4	1	25	6.25
kw_1104	j.07	BVM	ALD	JL		FS	0	402	2	0	0	0
kw_1105	j.07	WHC	ALD	JL		R	0	42	9	4	40	17.77777778
kw_1106	j.07	RUB	ALD	JL		B	0	170	7	0	0	0
kw_1107	j.07	JAM	ALD	JL		SO	0	266	1	0	0	0
kw_1108	j.07	BSC	ALD	JL		X						
kw_1109	j.07	FLF	ALD	JL		SO	0	353	0	0	0	0
kw_1110	j.07	EGM	ALD	JL		FO	0	295	2	2	10	10
kw_1111	j.07	ECM	ALD	JL		X						
kw_1112	j.07	WHC	ALD	JL		FS	0	240	1	0	0	0
kw_1113	j.07	BSC	ALD	JL		R	0	30	6	2	10	3.333333333
kw_1114	j.07	BVC	ALD	JL		X						
kw_1115	j.07	SIL	ALD	JL		R	1	46	22	4	30	5.454545455
kw_1116	j.07	BHS	ALD	JL		X						
kw_1117	j.07	SAD	ALD	JL		X						
kw_1118	j.07	MFP	ALD	JL		X						
kw_1119	j.07	MAH	ALD	JL		X						
kw_1120	j.07	PCS	ALD	JL		X						
kw_1121	j.07	MIL	ALD	JL		FS	0	192	1	1	10	10
kw_1122	j.07	PAR	ALD	JL		X						
kw_1123	j.07	ECM	ALD	JL		R	1	26	8	1	10	1.25
kw_1124	j.07	IRF	ALD	JL		B	1	79	2	1	10	5
kw_1125	j.07	SIL	ALD	JL		R	0	37	25	10	10	4
kw_1126	j.07	PCS	ALD	JL		SO	0	317	0	0	0	0
kw_1127	j.07	VNH	ALD	JL		FO	1	155	4	2	10	5
kw_1128	j.07	MFP	ALD	JL		X						
kw_1129	j.07	LTM	ALD	JL		FS	0	213	7	2	10	2.857142857
kw_1130	j.07	MIL	ALD	JL		X						
kw_1131	j.07	DDW	ALD	JL		B	1	220	13	3	5	1.153846154
kw_1132	j.07	IRF	ALD	JL		B	0	95	5	0	0	0
kw_1133	j.07	SAD	ALD	JL		B	0	50	5	1	30	6
kw_1134	j.07	EGM	ALD	JL		SO		223	0	0	0	0
kw_1135	j.07	BHM	ALD	JL		FO	0	233	0	0	0	0
kw_1136	j.07	THT	ALD	JL		X						
kw_1137	j.07	DDW	ALD	JL		SO	0	327	6	1	25	4.166666667
kw_1138	j.07	BNK	ALD	JL		R	1	48	17	4	5	1.176470588
kw_1139	j.07	BHS	ALD	JL		SO		172	2	0	0	0
kw_1140	j.07	JAM	ALD	JL		X						
kw_1141	j.07	FLF	ALD	JL		X						
kw_1142	j.07	BVC	ALD	JL		SO	0	284	0	0	0	0
kw_1143	j.07	RUB	ALD	JL		B		86	8	7	25	21.875
kw_1144	j.07	HMC	ALD	JL		B	1	252	6	4	10	6.666666667
kw_1145	j.07	BVM	ALD	JL		FS		280	0	0	0	0
kw_1146	j.07	LTM	ALD	JL		FO		116	2	1	10	5
kw_1147	j.07	VNH	ALD	JL		X						
kw_1148	j.07	BHM	ALD	JL		B	1	218	2	2	20	20
kw_1149	j.07	BNK	ALD	JL		X						
kw_1150	j.07	HMC	ALD	JL		B	0	180	0	0	0	0
kw_1151	j.08	JAM	ALD	JL		B	1	132	4	1	10	2.5
kw_1152	j.08	VNH	ALD	JL		FO		200	5	3	10	6
kw_1153	j.08	FLF	ALD	JL		FS		275	0	0	0	0
kw_1154	j.08	MFP	ALD	JL		X						
kw_1155	j.08	IRF	ALD	JL		B	0	187	8	3	10	3.75
kw_1156	j.08	SIL	ALD	JL		FS		355	9	5	15	8.333333333
kw_1157	j.08	WHC	ALD	JL		X						
kw_1158	j.08	BNK	ALD	JL		X						
kw_1159	j.08	ECM	ALD	JL		FO		208	6	3	15	7.5
kw_1160	j.08	MAH	ALD	JL		FO		185	26	5	10	1.923076923
kw_1161	j.08	SAD	ALD	JL		FS	0	217	3	2	10	6.666666667
kw_1162	j.08	BHM	ALD	JL		FO		258	7	6	30	25.71428571
kw_1163	j.08	THT	ALD	JL		X						
kw_1164	j.08	PAR	ALD	JL		FO		166	4	2	20	10
kw_1165	j.08	BHS	ALD	JL		X						
kw_1166	j.08	VNH	ALD	JL		FO		398	7	7	40	40
kw_1167	j.08	LTM	ALD	JL		FS		298	2	0	0	0
kw_1168	j.08	MAH	ALD	JL		FS		180	0	0	0	0
kw_1169	j.08	MIL	ALD	JL		SO		220	0	0	0	0
kw_1170	j.08	BVC	ALD	JL		FO		220	4	1	5	1.25
kw_1171	j.08	RUB	ALD	JL		FO		180	7	7	10	10
kw_1172	j.08	DDW	ALD	JL		B	1	114	7	7	15	15
kw_1173	j.08	MIL	ALD	JL		B	1	172	5	5	20	20
kw_1174	j.08	BHM	ALD	JL		FS	0	252	9	7	20	15.55555556
kw_1175	j.08	BSC	ALD	JL		B	1	118	9	9	30	30
kw_1176	j.08	PCS	ALD	JL		B	1	80	10	10	10	10
kw_1177	j.08	SIL	ALD	JL		X						
kw_1178	j.08	BVC	ALD	JL		X						
kw_1179	j.08	BHS	ALD	JL		FS		225	0	0	0	0
kw_1180	j.08	PAR	ALD	JL		X						
kw_1181	j.08	PCS	ALD	JL		X						
kw_1182	j.08	WHC	ALD	JL		B	1	51	7	7	20	20
kw_1183	j.08	SAD	ALD	JL		B	1	168	7	6	10	8.571428571
kw_1184	j.08	EGM	ALD	JL		FO		455	16	8	15	7.5
kw_1185	j.08	JAM	ALD	JL		FS	1	180	7	6	10	8.571428571
kw_1186	j.08	BSC	ALD	JL		FO		145	7	7	15	15
kw_1187	j.08	HMC	ALD	JL		FO		456	6	4	10	6.666666667
kw_1188	j.08	DDW	ALD	JL		FS		318	10	10	10	10
kw_1189	j.08	LTM	ALD	JL		SO		286	3	2	5	3.333333333
kw_1190	j.08	THT	ALD	JL		FO		178	7	2	5	1.428571429
kw_1191	j.08	FLF	ALD	JL		B	1	178	7	6	15	12.85714286
kw_1192	j.08	HMC	ALD	JL		X						
kw_1193	j.08	BVM	ALD	JL		X						
kw_1194	j.08	RUB	ALD	JL		B		163	9	9	15	15
kw_1195	j.08	MFP	ALD	JL		X						
kw_1196	j.08	ECM	ALD	JL		X						
kw_1197	j.08	EGM	ALD	JL		FO		266	1	1	5	5
kw_1198	j.08	IRF	ALD	JL		FO		95	8	8	10	10
kw_1199	j.08	BNK	ALD	JL		R	1	53	18	4	10	2.222222222
kw_1200	j.08	BVM	ALD	JL		X						
kw_1201	j.09	HMC	ALD	CR		X						
kw_1202	j.09	VNH	ALD	CR		X						
kw_1203	j.09	SIL	ALD	CR		B	1	104	1	1	70	70
kw_1204	j.09	SAD	ALD	CR		B	1	75	0	0	0	0
kw_1205	j.09	SIL	ALD	CR		X						
kw_1206	j.09	JAM	ALD	CR		X						
kw_1207	j.09	DDW	ALD	CR		X						
kw_1208	j.09	BHM	ALD	CR		X						
kw_1209	j.09	IRF	ALD	CR		X						
kw_1210	j.09	BVC	ALD	CR		B	0	109	4	2	20	10
kw_1211	j.09	BHS	ALD	CR		X						
kw_1212	j.09	THT	ALD	CR		FO	0	156	3	1	10	3.333333333
kw_1213	j.09	PCS	ALD	CR		FS	0	161	9	9	20	20
kw_1214	j.09	BSC	ALD	CR		R	0	33	11	9	30	24.54545455
kw_1215	j.09	LTM	ALD	CR		X						
kw_1216	j.09	PAR	ALD	CR		M						
kw_1217	j.09	JAM	ALD	CR		FS	0	293	6	5	50	41.66666667
kw_1218	j.09	BNK	ALD	CR		X						
kw_1219	j.09	BSC	ALD	CR		X						
kw_1220	j.09	EGM	ALD	CR		B	1	105	14	1	10	0.714285714
kw_1221	j.09	RUB	ALD	CR		X						
kw_1222	j.09	LTM	ALD	CR		FS	0	169	1	1	80	80
kw_1223	j.09	PCS	ALD	CR		B	1	111	7	7	20	20
kw_1224	j.09	HMC	ALD	CR		X						
kw_1225	j.09	MIL	ALD	CR		FO	1	123	5	4	50	40
kw_1226	j.09	VNH	ALD	CR		X						
kw_1227	j.09	BVC	ALD	CR		X						
kw_1228	j.09	BVM	ALD	CR		X						
kw_1229	j.09	THT	ALD	CR		X						
kw_1230	j.09	BHM	ALD	CR		X						
kw_1231	j.09	BNK	ALD	CR		X						
kw_1232	j.09	MAH	ALD	CR		FS	1	131	2	0	0	0
kw_1233	j.09	WHC	ALD	CR		X						
kw_1234	j.09	WHC	ALD	CR		X						
kw_1235	j.09	DDW	ALD	CR		X						
kw_1236	j.09	MFP	ALD	CR		X						
kw_1237	j.09	MIL	ALD	CR		X						
kw_1238	j.09	MAH	ALD	CR		FO	1	121	4	1	30	7.5
kw_1239	j.09	PAR	ALD	CR		X						
kw_1240	j.09	FLF	ALD	CR		X						
kw_1241	j.09	EGM	ALD	CR		FS	0	171	1	0	0	0
kw_1242	j.09	FLF	ALD	CR		R	0	37	13	0	0	0
kw_1243	j.09	RUB	ALD	CR		X						
kw_1244	j.09	IRF	ALD	CR		X						
kw_1245	j.09	ECM	ALD	CR		FS	0	173	0	0	0	0
kw_1246	j.09	BHS	ALD	CR		X						
kw_1247	j.09	MFP	ALD	CR		X						
kw_1248	j.09	BVM	ALD	CR		X						
kw_1249	j.09	ECM	ALD	CR		X						
kw_1250	j.09	SAD	ALD	CR		FS	0	216	0	0	0	0
kw_1251	j.10	MAH	ALD	MO		X						
kw_1252	j.10	RUB	ALD	MO		X						
kw_1253	j.10	THT	ALD	MO		X						
kw_1254	j.10	FLF	ALD	MO		FS	0	340	0	0	0	0
kw_1255	j.10	BVC	ALD	MO		X						
kw_1256	j.10	JAM	ALD	MO		FS	0	329	0	0	0	0
kw_1257	j.10	PAR	ALD	MO		X						
kw_1258	j.10	PCS	ALD	MO		X						
kw_1259	j.10	THT	ALD	MO		B	0	78	0	0	0	0
kw_1260	j.10	PCS	ALD	MO		FS	0	225	0	0	0	0
kw_1261	j.10	BVM	ALD	MO		X						
kw_1262	j.10	LTM	ALD	MO		B	0	60	1	0	0	0
kw_1263	j.10	LTM	ALD	MO		B	1	190	0	0	0	0
kw_1264	j.10	BHS	ALD	MO		FS	0	255	0	0	0	0
kw_1265	j.10	MIL	ALD	MO		B	1	169	0	0	0	0
kw_1266	j.10	FLF	ALD	MO		B	1	78	10	8	30	24
kw_1267	j.10	BSC	ALD	MO		B	0	106	0	0	0	0
kw_1268	j.10	BVM	ALD	MO		X						
kw_1269	j.10	DDW	ALD	MO		X						
kw_1270	j.10	JAM	ALD	MO		R	0	46	10	3	20	6
kw_1271	j.10	SAD	ALD	MO		X						
kw_1272	j.10	IRF	ALD	MO		X						
kw_1273	j.10	BNK	ALD	MO		X						
kw_1274	j.10	SIL	ALD	MO		B	1	99	3	3	30	30
kw_1275	j.10	SAD	ALD	MO		X						
kw_1276	j.10	BSC	ALD	MO		R	1	39	7	7	40	40
kw_1277	j.10	EGM	ALD	MO		X						
kw_1278	j.10	RUB	ALD	MO		X						
kw_1279	j.10	BVC	ALD	MO		X						
kw_1280	j.10	MFP	ALD	MO		R	0	16	5	4	20	16
kw_1281	j.10	SIL	ALD	MO		FO	0	168	5	5	60	60
kw_1282	j.10	EGM	ALD	MO		B	1	202	0	0	0	0
kw_1283	j.10	BHM	ALD	MO		X						
kw_1284	j.10	MFP	ALD	MO		X						
kw_1285	j.10	PAR	ALD	MO		X						
kw_1286	j.10	MAH	ALD	MO		SO	1	127	4	4	50	50
kw_1287	j.10	HMC	ALD	MO		X						
kw_1288	j.10	MIL	ALD	MO		FS	0	281	0	0	0	0
kw_1289	j.10	VNH	ALD	MO		X						
kw_1290	j.10	BHS	ALD	MO		M						
kw_1291	j.10	WHC	ALD	MO		B	0	36	2	2	20	20
kw_1292	j.10	ECM	ALD	MO		X						
kw_1293	j.10	VNH	ALD	MO		FO	0	187	0	0	0	0
kw_1294	j.10	WHC	ALD	MO		X						
kw_1295	j.10	IRF	ALD	MO		B	1	131	3	3	30	30
kw_1296	j.10	ECM	ALD	MO		R	0	40	23	3	20	2.608695652
kw_1297	j.10	BNK	ALD	MO		X						
kw_1298	j.10	HMC	ALD	MO		X						
kw_1299	j.10	DDW	ALD	MO		FO	0	125	4	4	60	60
kw_1300	j.10	BHM	ALD	MO		X						
kw_1301	j.11	RUB	MAH	MW		X						
kw_1302	j.11	SIL	MAH	MW		FS2	0	295	10	0	0	0
kw_1303	j.11	PCS	MAH	MW		X						
kw_1304	j.11	HMC	MAH	MW		X						
kw_1305	j.11	MIL	MAH	MW		FS2	0	433	7	0	0	0
kw_1306	j.11	THT	MAH	MW		R	0	31	16	3	20	3.75
kw_1307	j.11	HMC	MAH	MW		X						
kw_1308	j.11	FLF	MAH	MW		X						
kw_1309	j.11	JAM	MAH	MW		X						
kw_1310	j.11	DDW	MAH	MW		FS1	0	194	13	7	20	10.76923077
kw_1311	j.11	SAD	MAH	MW		FS1	0	190	10	1	10	1
kw_1312	j.11	BNK	MAH	MW		X						
kw_1313	j.11	PCS	MAH	MW		FS2	0	247	8	0	0	0
kw_1314	j.11	EGM	MAH	MW		SO	0	432	0	0	0	0
kw_1315	j.11	IRF	MAH	MW		FS2	0	285	8	1	10	1.25
kw_1316	j.11	LTM	MAH	MW		FS2	0	374	9	5	25	13.88888889
kw_1317	j.11	EGM	MAH	MW		FS1	0	234	5	3	15	9
kw_1318	j.11	JAM	MAH	MW		FS2	0	233	11	0	0	0
kw_1319	j.11	MIL	MAH	MW		FS2	0	323	10	3	10	3
kw_1320	j.11	BHM	MAH	MW		X						
kw_1321	j.11	WHC	MAH	MW		B	0	119	12	1	25	2.083333333
kw_1322	j.11	DDW	MAH	MW		FS2	0	252	11	2	15	2.727272727
kw_1323	j.11	SAD	MAH	MW		FS2	0	388	4	1	5	1.25
kw_1324	j.11	BHM	MAH	MW		X						
kw_1325	j.11	IRF	MAH	MW		SO	0	312	9	0	0	0
kw_1326	j.11	BVM	MAH	MW		X						
kw_1327	j.11	MAH	MAH	MW		X						
kw_1328	j.11	BNK	MAH	MW		X						
kw_1329	j.11	BHS	MAH	MW		X						
kw_1330	j.11	BSC	MAH	MW		X						
kw_1331	j.11	VNH	MAH	MW		R	0	36	12	4	25	8.333333333
kw_1332	j.11	LTM	MAH	MW		FS1	0	205	13	1	5	0.384615385
kw_1333	j.11	WHC	MAH	MW		R	0	27	11	1	10	0.909090909
kw_1334	j.11	MFP	MAH	MW		X						
kw_1335	j.11	PAR	MAH	MW		X						
kw_1336	j.11	PAR	MAH	MW		X						
kw_1337	j.11	BHS	MAH	MW		FS1	0	264	5	0	0	0
