Plant_ID	Block	Genotype	Site	Obs	Date	Stg	TCO	H	rosLN	rosDLN	rosAD	DamPC
kw_2216	m.13	BHM	MAH	JL		X						
kw_2217	m.13	SIL	MAH	JL		SO	0	283	7	0	0	0
kw_2218	m.13	ECM	MAH	JL		SO	0	421	0	0	0	0
kw_2219	m.13	SAD	MAH	JL		X						
kw_2220	m.13	MFP	MAH	JL		X						
kw_2221	m.13	LTM	MAH	JL		B	0	72	7	1	20	2.857142857
kw_2222	m.13	LTM	MAH	JL		FS2	0	255	6	0	0	0
kw_2223	m.13	ECM	MAH	JL		SO	0	408	0	0	0	0
kw_2224	m.13	JAM	MAH	JL		X						
kw_2225	m.13	BHS	MAH	JL		X						
kw_2226	m.13	BHS	MAH	JL		B	0	48	5	0	0	0
kw_2227	m.13	IRF	MAH	JL		FS2	0	166	12	1	10	0.833333333
kw_2228	m.13	PCS	MAH	JL		X						
kw_2229	m.13	BHM	MAH	JL		SO	0	466	3	1	30	10
kw_2230	m.13	BSC	MAH	JL		R	0	41	13	5	10	3.846153846
kw_2231	m.13	BNK	MAH	JL		X						
kw_2232	m.13	MAH	MAH	JL		R	0	43	11	0	0	0
kw_2233	m.13	BNK	MAH	JL		X						
kw_2234	m.13	THT	MAH	JL		R	0	35	21	4	5	0.952380952
kw_2235	m.13	RUB	MAH	JL		X						
kw_2236	m.13	BVC	MAH	JL		R	0	58	13	3	15	3.461538462
kw_2237	m.13	PCS	MAH	JL		X						
kw_2238	m.13	DDW	MAH	JL		B	0	66	15	6	5	2
kw_2239	m.13	JAM	MAH	JL		X						
kw_2240	m.13	SIL	MAH	JL		SO	0	300	11	0	0	0
kw_2241	m.13	VNH	MAH	JL		R	0	64	15	4	10	2.666666667
kw_2242	m.13	PAR	MAH	JL		R	0	50	10	3	15	4.5
kw_2243	m.13	FLF	MAH	JL		X						
kw_2244	m.13	THT	MAH	JL		B	1	104	11	1	10	0.909090909
kw_2245	m.13	MAH	MAH	JL		X						
kw_2246	m.13	RUB	MAH	JL		B	1	185	7	1	10	1.428571429
kw_2247	m.13	HMC	MAH	JL		X						
kw_2248	m.13	BVC	MAH	JL		X						
kw_2249	m.13	EGM	MAH	JL		SO	0	522	0	0	0	0
kw_2250	m.13	HMC	MAH	JL		X						
kw_2251	m.14	VNH	MAH	RK		SO	0	364	3	0	0	0
kw_2252	m.14	RUB	MAH	RK		FO	0	247	7	2	10	2.857142857
kw_2253	m.14	SAD	MAH	RK		X						
kw_2254	m.14	THT	MAH	RK		R	0	53	11	0	0	0
kw_2255	m.14	LTM	MAH	RK		SO	0	342	4	2	10	5
kw_2256	m.14	DDW	MAH	RK		FS1	0	184	9	1	10	1.111111111
kw_2257	m.14	MIL	MAH	RK		X						
kw_2258	m.14	BSC	MAH	RK		FS1	0	73	12	1	5	0.416666667
kw_2259	m.14	BNK	MAH	RK		X						
kw_2260	m.14	PCS	MAH	RK		R	0	40	9	2	5	1.111111111
kw_2261	m.14	BVM	MAH	RK		R	0	48	11	2	10	1.818181818
kw_2262	m.14	JAM	MAH	RK		SO	0	391	0	0	0	0
kw_2263	m.14	LTM	MAH	RK		FS2	0	309	5	2	10	4
kw_2264	m.14	SIL	MAH	RK		R	0	43	11	9	10	8.181818182
kw_2265	m.14	BVM	MAH	RK		R	0	45	9	1	10	1.111111111
kw_2266	m.14	WHC	MAH	RK		FO	0	113	7	0	0	0
kw_2267	m.14	PCS	MAH	RK		X						
kw_2268	m.14	BVC	MAH	RK		FS2	0	283	7	0	0	0
kw_2269	m.14	FLF	MAH	RK		SO	0	322	10	1	5	0.5
kw_2270	m.14	BNK	MAH	RK		SO	0	343	7	2	5	1.428571429
kw_2271	m.14	BSC	MAH	RK		R	0	41	10	1	60	6
kw_2272	m.14	JAM	MAH	RK		X						
kw_2273	m.14	DDW	MAH	RK		B	0	55	14	0	0	0
kw_2274	m.14	ECM	MAH	RK		SO	0	402	5	1	10	2
kw_2275	m.14	HMC	MAH	RK		SO	0	319	6	2	10	3.333333333
kw_2276	m.14	BVC	MAH	RK		X						
kw_2277	m.14	IRF	MAH	RK		SO	0	284	11	1	10	0.909090909
kw_2278	m.14	MAH	MAH	RK		SO	0	406	0	0	0	0
kw_2279	m.14	BHM	MAH	RK		X						
kw_2280	m.14	WHC	MAH	RK		R	0	36	10	0	0	0
kw_2281	m.14	BHM	MAH	RK		R	0	18	6	3	30	15
kw_2282	m.14	ECM	MAH	RK		SO	0	361	0	0	0	0
kw_2283	m.14	VNH	MAH	RK		FO	0	66	9	0	0	0
kw_2284	m.14	BHS	MAH	RK		X						
kw_2285	m.14	PAR	MAH	RK		X						
kw_2286	m.14	IRF	MAH	RK		FS2	0	250	9	0	0	0
kw_2287	m.14	FLF	MAH	RK		SO	0	474	0	0	0	0
kw_2288	m.14	MFP	MAH	RK		R	0	30	8	0	0	0
kw_2289	m.14	RUB	MAH	RK		R	0	42	18	0	0	0
kw_2290	m.14	THT	MAH	RK		SO	0	222	12	0	0	0
kw_2291	m.14	BHS	MAH	RK		X						
kw_2292	m.14	HMC	MAH	RK		X						
kw_2293	m.14	EGM	MAH	RK		SO	0	604	1	0	0	0
kw_2294	m.14	SAD	MAH	RK		X						
kw_2295	m.14	PAR	MAH	RK		FO	0	179	15	1	20	1.333333333
kw_2296	m.14	MIL	MAH	RK		X						
kw_2297	m.14	MAH	MAH	RK		SO	0	475	0	0	0	0
kw_2298	m.14	SIL	MAH	RK		B	0	69	13	0	0	0
kw_2299	m.14	EGM	MAH	RK		SO	0	415	3	0	0	0
kw_2300	m.14	MFP	MAH	RK		R	0	24	6	1	30	5
kw_2301	m.15	WHC	MAH	RK		FS1	0	157	9	1	5	0.555555556
kw_2302	m.15	BHS	MAH	RK		SO	0	171	6	1	5	0.833333333
kw_2303	m.15	BVC	MAH	RK		SO	0	386	4	0	0	0
kw_2304	m.15	JAM	MAH	RK		X						
kw_2305	m.15	THT	MAH	RK		X						
kw_2306	m.15	VNH	MAH	RK		B	0	105	13	2	20	3.076923077
kw_2307	m.15	WHC	MAH	RK		X						
kw_2308	m.15	EGM	MAH	RK		B	0	240	6	0	0	0
kw_2309	m.15	BHS	MAH	RK		FO	0	103	3	0	0	0
kw_2310	m.15	MFP	MAH	RK		X						
kw_2311	m.15	DDW	MAH	RK		FS2	0	183	11	0	0	0
kw_2312	m.15	RUB	MAH	RK		FS2	0	277	10	0	0	0
kw_2313	m.15	BSC	MAH	RK		R	0	62	13	0	0	0
kw_2314	m.15	BVM	MAH	RK		X						
kw_2315	m.15	FLF	MAH	RK		SO	0	336	7	0	0	0
kw_2316	m.15	BHM	MAH	RK		R	0	43	10	0	0	0
kw_2317	m.15	LTM	MAH	RK		SO	0	398	4	2	5	2.5
kw_2318	m.15	FLF	MAH	RK		SO	0	339	7	0	0	0
kw_2319	m.15	THT	MAH	RK		FO	0	87	11	0	0	0
kw_2320	m.15	HMC	MAH	RK		SO	0	340	2	0	0	0
kw_2321	m.15	HMC	MAH	RK		FO	0	308	6	0	0	0
kw_2322	m.15	MFP	MAH	RK		X						
kw_2323	m.15	RUB	MAH	RK		FS2	0	316	9	0	0	0
kw_2324	m.15	VNH	MAH	RK		B	1	218	8	1	10	1.25
kw_2325	m.15	BNK	MAH	RK		X						
kw_2326	m.15	DDW	MAH	RK		SO	0	301	10	1	10	1
kw_2327	m.15	PAR	MAH	RK		X						
kw_2328	m.15	SIL	MAH	RK		FS2	0	210	9	1	5	0.555555556
kw_2329	m.15	BVC	MAH	RK		B	0	52	10	4	10	4
kw_2330	m.15	BSC	MAH	RK		X						
kw_2331	m.15	JAM	MAH	RK		X						
kw_2332	m.15	SAD	MAH	RK		X						
kw_2333	m.15	MIL	MAH	RK		SO	0	393	0	0	0	0
kw_2334	m.15	MAH	MAH	RK		X						
kw_2335	m.15	ECM	MAH	RK		SO	0	425	0	0	0	0
kw_2336	m.15	IRF	MAH	RK		B	1	185	7	0	0	0
kw_2337	m.15	ECM	MAH	RK		SO	0	392	0	0	0	0
kw_2338	m.15	BNK	MAH	RK		FS2	0	235	6	2	30	10
kw_2339	m.15	BHM	MAH	RK		X						
kw_2340	m.15	LTM	MAH	RK		B	1	136	5	4	20	16
kw_2341	m.15	PAR	MAH	RK		SO	0	305	14	0	0	0
kw_2342	m.15	EGM	MAH	RK		SO	0	342	0	0	0	0
kw_2343	m.15	MIL	MAH	RK		FS1	0	193	1	0	0	0
kw_2344	m.15	SAD	MAH	RK		SO	0	285	4	1	10	2.5
kw_2345	m.15	PCS	MAH	RK		SO	0	380	5	2	10	4
kw_2346	m.15	BVM	MAH	RK		R	0	42	12	6	30	15
kw_2347	m.15	PCS	MAH	RK		X						
kw_2348	m.15	MAH	MAH	RK		SO	0	436	0	0	0	0
kw_2349	m.15	IRF	MAH	RK		SO	0	249	10	0	0	0
kw_2350	m.15	SIL	MAH	RK		FS1	0	289	2	1	40	20
kw_2351	m.16	PCS	MAH	JL		R	0	47	11	4	15	5.454545455
kw_2352	m.16	BHS	MAH	JL		SO	0	488	7	1	10	1.428571429
kw_2353	m.16	VNH	MAH	JL		X						
kw_2354	m.16	LTM	MAH	JL		SO	0	294	15	1	10	0.666666667
kw_2355	m.16	PCS	MAH	JL		X						
kw_2356	m.16	IRF	MAH	JL		SO	0	373	12	0	0	0
kw_2357	m.16	MFP	MAH	JL		R	0	36	12	1	5	0.416666667
kw_2358	m.16	DDW	MAH	JL		SO	0	184	11	1	5	0.454545455
kw_2359	m.16	JAM	MAH	JL		SO	0	442	2	2	10	10
kw_2360	m.16	DDW	MAH	JL		SO	0	272	11	2	15	2.727272727
kw_2361	m.16	MIL	MAH	JL		M						
kw_2362	m.16	PAR	MAH	JL		X						
kw_2363	m.16	BVC	MAH	JL		FS1	0	221	10	0	0	0
kw_2364	m.16	WHC	MAH	JL		R	0	8	7	0	0	0
kw_2365	m.16	BVM	MAH	JL		R	0	69	13	3	10	2.307692308
kw_2366	m.16	PAR	MAH	JL		B	0	47	15	1	5	0.333333333
kw_2367	m.16	VNH	MAH	JL		SO	0	320	8	0	0	0
kw_2368	m.16	SIL	MAH	JL		R	0	66	11	3	20	5.454545455
kw_2369	m.16	FLF	MAH	JL		X						
kw_2370	m.16	BNK	MAH	JL		FO	0	174	6	0	0	0
kw_2371	m.16	MAH	MAH	JL		SO	0	342	0	0	0	0
kw_2372	m.16	BVM	MAH	JL		X						
kw_2373	m.16	EGM	MAH	JL		B	1	362	5	0	0	0
kw_2374	m.16	JAM	MAH	JL		SO	0	305	7	1	15	2.142857143
kw_2375	m.16	HMC	MAH	JL		X						
kw_2376	m.16	BVC	MAH	JL		R	0	70	10	1	5	0.5
kw_2377	m.16	ECM	MAH	JL		SO	0	441	2	2	10	10
kw_2378	m.16	SIL	MAH	JL		FS2	0	297	9	0	0	0
kw_2379	m.16	WHC	MAH	JL		R	0	28	10	0	0	0
kw_2380	m.16	LTM	MAH	JL		SO	0	354	5	0	0	0
kw_2381	m.16	ECM	MAH	JL		SO	0	427	0	0	0	0
kw_2382	m.16	BHM	MAH	JL		X						
kw_2383	m.16	MFP	MAH	JL		X						
kw_2384	m.16	SAD	MAH	JL		X						
kw_2385	m.16	HMC	MAH	JL		SO	0	452	14	1	5	0.357142857
kw_2386	m.16	RUB	MAH	JL		FS1	0	253	8	0	0	0
kw_2387	m.16	SAD	MAH	JL		FS2	0	273	4	2	15	7.5
kw_2388	m.16	THT	MAH	JL		SO	0	232	14	0	0	0
kw_2389	m.16	BHS	MAH	JL		X						
kw_2390	m.16	BNK	MAH	JL		SO	0	305	3	1	10	3.333333333
kw_2391	m.16	RUB	MAH	JL		FO	0	188	10	2	10	2
kw_2392	m.16	EGM	MAH	JL		SO	0	352	5	1	25	5
kw_2393	m.16	THT	MAH	JL		B	1	128	12	3	10	2.5
kw_2394	m.16	FLF	MAH	JL		SO	0	399	9	3	20	6.666666667
kw_2395	m.16	MAH	MAH	JL		SO	0	461	1	0	0	0
kw_2396	m.16	BHM	MAH	JL		R	0	38	17	2	20	2.352941176
kw_2397	m.16	MIL	MAH	JL		SO	0	387	1	1	5	5
kw_2398	m.16	BSC	MAH	JL		SO	0	287	6	0	0	0
kw_2399	m.16	BSC	MAH	JL		X						
kw_2400	m.16	IRF	MAH	JL		SO	0	312	14	0	0	0
kw_2401	p.01	BHS	JAM	MW		X						
kw_2402	p.01	MIL	JAM	MW		X						
kw_2403	p.01	SIL	JAM	MW		X						
kw_2404	p.01	THT	JAM	MW		R	0	27	12	3	20	5
kw_2405	p.01	BHM	JAM	MW		B	1	49	7	1	60	8.571428571
kw_2406	p.01	THT	JAM	MW		R	0	67	18	2	10	1.111111111
kw_2407	p.01	PAR	JAM	MW		X						
kw_2408	p.01	VNH	JAM	MW		R	0	48	9	4	15	6.666666667
kw_2409	p.01	RUB	JAM	MW		B	1	46	19	2	50	5.263157895
kw_2410	p.01	MFP	JAM	MW		B	1	102	9	3	10	3.333333333
kw_2411	p.01	DDW	JAM	MW		B	1	188	12	3	10	2.5
kw_2412	p.01	SIL	JAM	MW		R	0	36	10	4	25	10
kw_2413	p.01	IRF	JAM	MW		X						
kw_2414	p.01	SAD	JAM	MW		X						
kw_2415	p.01	MAH	JAM	MW		X						
kw_2416	p.01	DDW	JAM	MW		M						
kw_2417	p.01	FLF	JAM	MW		X						
kw_2418	p.01	BSC	JAM	MW		FS2	0	195	9	6	60	40
kw_2419	p.01	SAD	JAM	MW		X						
kw_2420	p.01	WHC	JAM	MW		X						
kw_2421	p.01	MIL	JAM	MW		X						
kw_2422	p.01	JAM	JAM	MW		X						
kw_2423	p.01	FLF	JAM	MW		X						
kw_2424	p.01	WHC	JAM	MW		X						
kw_2425	p.01	PAR	JAM	MW		X						
kw_2426	p.01	BNK	JAM	MW		X						
kw_2427	p.01	PCS	JAM	MW		X						
kw_2428	p.01	LTM	JAM	MW		B	1	63	3	0	0	0
kw_2429	p.01	BVC	JAM	MW		R	0	62	15	3	30	6
kw_2430	p.01	VNH	JAM	MW		X						
kw_2431	p.01	BVM	JAM	MW		B	1	92	10	0	0	0
kw_2432	p.01	HMC	JAM	MW		X						
kw_2433	p.01	BSC	JAM	MW		SO	0	339	0	0	0	0
kw_2434	p.01	ECM	JAM	MW		SO	0	284	0	0	0	0
kw_2435	p.01	LTM	JAM	MW		X						
kw_2436	p.01	ECM	JAM	MW		X						
kw_2437	p.01	MAH	JAM	MW		X						
kw_2438	p.01	BVC	JAM	MW		B	1	76	8	3	10	3.75
kw_2439	p.01	RUB	JAM	MW		X						
kw_2440	p.01	PCS	JAM	MW		X						
kw_2441	p.01	BNK	JAM	MW		X						
kw_2442	p.01	BHM	JAM	MW		X						
kw_2443	p.01	HMC	JAM	MW		X						
kw_2444	p.01	EGM	JAM	MW		R	0	49	21	6	15	4.285714286
kw_2445	p.01	IRF	JAM	MW		X						
kw_2446	p.01	MFP	JAM	MW		B	1	105	0	0	0	0
kw_2447	p.01	BHS	JAM	MW		X						
kw_2448	p.01	EGM	JAM	MW		X						
kw_2449	p.01	JAM	JAM	MW		X						
kw_2450	p.01	BVM	JAM	MW		R	0	55	16	0	0	0
kw_2451	p.02	BHM	JAM	JL		B	1	83	14	0	0	0
kw_2452	p.02	MIL	JAM	JL		X						
kw_2453	p.02	SAD	JAM	JL		X						
kw_2454	p.02	BVM	JAM	JL		R	0	62	12	2	10	1.666666667
kw_2455	p.02	RUB	JAM	JL		X						
kw_2456	p.02	FLF	JAM	JL		B	1	65	18	6	15	5
kw_2457	p.02	LTM	JAM	JL		X						
kw_2458	p.02	SAD	JAM	JL		M						
kw_2459	p.02	HMC	JAM	JL		M						
kw_2460	p.02	ECM	JAM	JL		X						
kw_2461	p.02	BVC	JAM	JL		M						
kw_2462	p.02	MFP	JAM	JL		X						
kw_2463	p.02	PAR	JAM	JL		X						
kw_2464	p.02	PCS	JAM	JL		R	0	52	23	10	20	8.695652174
kw_2465	p.02	THT	JAM	JL		X						
kw_2466	p.02	RUB	JAM	JL		X						
kw_2467	p.02	MAH	JAM	JL		X						
kw_2468	p.02	VNH	JAM	JL		R	0	66	15	10	20	13.33333333
kw_2469	p.02	BHS	JAM	JL		X						
kw_2470	p.02	SIL	JAM	JL		B	1	93	3	0	0	0
kw_2471	p.02	WHC	JAM	JL		X						
kw_2472	p.02	MAH	JAM	JL		X						
kw_2473	p.02	THT	JAM	JL		X						
kw_2474	p.02	EGM	JAM	JL		B	1	78	5	1	50	10
kw_2475	p.02	BNK	JAM	JL		X						
kw_2476	p.02	IRF	JAM	JL		X						
kw_2477	p.02	DDW	JAM	JL		B	0	46	12	8	10	6.666666667
kw_2478	p.02	IRF	JAM	JL		X						
kw_2479	p.02	BNK	JAM	JL		X						
kw_2480	p.02	BSC	JAM	JL		M						
kw_2481	p.02	JAM	JAM	JL		X						
kw_2482	p.02	VNH	JAM	JL		R	0	56	15	1	10	0.666666667
kw_2483	p.02	BVM	JAM	JL		R	0	46	36	5	10	1.388888889
kw_2484	p.02	LTM	JAM	JL		X						
kw_2485	p.02	PCS	JAM	JL		B	1	49	2	1	30	15
kw_2486	p.02	BHS	JAM	JL		X						
kw_2487	p.02	JAM	JAM	JL		B	1	41	13	1	5	0.384615385
kw_2488	p.02	BSC	JAM	JL		SO	0	251	8	3	10	3.75
kw_2489	p.02	PAR	JAM	JL		X						
kw_2490	p.02	WHC	JAM	JL		M						
kw_2491	p.02	MIL	JAM	JL		X						
kw_2492	p.02	BHM	JAM	JL		R	0	51	15	7	15	7
kw_2493	p.02	MFP	JAM	JL		R	0	37	13	6	20	9.230769231
kw_2494	p.02	HMC	JAM	JL		X						
kw_2495	p.02	ECM	JAM	JL		M						
kw_2496	p.02	SIL	JAM	JL		R	0	37	17	5	10	2.941176471
kw_2497	p.02	BVC	JAM	JL		SO	0	210	0	0	0	0
kw_2498	p.02	DDW	JAM	JL		X						
kw_2499	p.02	FLF	JAM	JL		X						
kw_2500	p.02	EGM	JAM	JL		X						
kw_2501	p.03	BNK	JAM	MW		X						
kw_2502	p.03	WHC	JAM	MW		X						
kw_2503	p.03	MFP	JAM	MW		X						
kw_2504	p.03	BSC	JAM	MW		X						
kw_2505	p.03	PAR	JAM	MW		X						
kw_2506	p.03	MFP	JAM	MW		X						
kw_2507	p.03	EGM	JAM	MW		X						
kw_2508	p.03	DDW	JAM	MW		M						
kw_2509	p.03	EGM	JAM	MW		X						
kw_2510	p.03	ECM	JAM	MW		R	0	24	13	4	10	3.076923077
kw_2511	p.03	BVM	JAM	MW		X						
kw_2512	p.03	LTM	JAM	MW		X						
kw_2513	p.03	PCS	JAM	MW		X						
kw_2514	p.03	BHS	JAM	MW		X						
kw_2515	p.03	THT	JAM	MW		X						
kw_2516	p.03	PAR	JAM	MW		X						
kw_2517	p.03	ECM	JAM	MW		X						
kw_2518	p.03	IRF	JAM	MW		X						
kw_2519	p.03	MAH	JAM	MW		X						
kw_2520	p.03	FLF	JAM	MW		X						
kw_2521	p.03	RUB	JAM	MW		X						
kw_2522	p.03	BHM	JAM	MW		X						
kw_2523	p.03	SAD	JAM	MW		X						
kw_2524	p.03	THT	JAM	MW		B	0	94	9	0	0	0
kw_2525	p.03	BHM	JAM	MW		B	0	63	7	4	5	2.857142857
kw_2526	p.03	MIL	JAM	MW		X						
kw_2527	p.03	FLF	JAM	MW		R	0	39	22	7	15	4.772727273
kw_2528	p.03	BNK	JAM	MW		X						
kw_2529	p.03	PCS	JAM	MW		B	1	58	9	3	5	1.666666667
kw_2530	p.03	IRF	JAM	MW		R	0	50	14	8	30	17.14285714
kw_2531	p.03	BVM	JAM	MW		X						
kw_2532	p.03	JAM	JAM	MW		X						
kw_2533	p.03	VNH	JAM	MW		X						
kw_2534	p.03	HMC	JAM	MW		X						
kw_2535	p.03	VNH	JAM	MW		FO	0	38	10	3	10	3
kw_2536	p.03	JAM	JAM	MW		R	0	33	13	0	0	0
kw_2537	p.03	MAH	JAM	MW		X						
kw_2538	p.03	RUB	JAM	MW		X						
kw_2539	p.03	BHS	JAM	MW		X						
kw_2540	p.03	SIL	JAM	MW		FS1	0	191	12	1	5	0.416666667
kw_2541	p.03	BVC	JAM	MW		M						
kw_2542	p.03	DDW	JAM	MW		X						
kw_2543	p.03	SAD	JAM	MW		R	0	29	6	1	10	1.666666667
kw_2544	p.03	SIL	JAM	MW		R	0	42	13	1	5	0.384615385
kw_2545	p.03	HMC	JAM	MW		X						
kw_2546	p.03	LTM	JAM	MW		X						
kw_2547	p.03	WHC	JAM	MW		X						
kw_2548	p.03	BSC	JAM	MW		FO	0	106	6	0	0	0
kw_2549	p.03	MIL	JAM	MW		X						
kw_2550	p.03	BVC	JAM	MW		R	0	17	7	4	10	5.714285714
kw_2551	p.04	DDW	JAM	KW		X						
kw_2552	p.04	WHC	JAM	KW		X						
kw_2553	p.04	ECM	JAM	KW		X						
kw_2554	p.04	EGM	JAM	KW		R	0	24	7	0	0	0
kw_2555	p.04	JAM	JAM	KW		X						
kw_2556	p.04	BNK	JAM	KW		X						
kw_2557	p.04	ECM	JAM	KW		X						
kw_2558	p.04	SAD	JAM	KW		X						
kw_2559	p.04	IRF	JAM	KW		X						
kw_2560	p.04	MFP	JAM	KW		X						
kw_2561	p.04	BVC	JAM	KW		FS1	0	161	6	1	5	0.833333333
kw_2562	p.04	PCS	JAM	KW		X						
kw_2563	p.04	HMC	JAM	KW		R	0	31	17	1	10	0.588235294
kw_2564	p.04	BVM	JAM	KW		X						
kw_2565	p.04	BVM	JAM	KW		R	0	40	14	1	15	1.071428571
kw_2566	p.04	SIL	JAM	KW		R	0	41	11	1	20	1.818181818
kw_2567	p.04	BNK	JAM	KW		R	0	18	6	0	0	0
kw_2568	p.04	DDW	JAM	KW		X						
kw_2569	p.04	BHS	JAM	KW		X						
kw_2570	p.04	WHC	JAM	KW		X						
kw_2571	p.04	VNH	JAM	KW		X						
kw_2572	p.04	EGM	JAM	KW		X						
kw_2573	p.04	MIL	JAM	KW		B	1	41	6	1	10	1.666666667
kw_2574	p.04	MIL	JAM	KW		B	0	39	8	0	0	0
kw_2575	p.04	THT	JAM	KW		X						
kw_2576	p.04	PCS	JAM	KW		SO	0	412	0	0	0	0
kw_2577	p.04	BVC	JAM	KW		X						
kw_2578	p.04	MAH	JAM	KW		X						
kw_2579	p.04	IRF	JAM	KW		R	0	35	8	2	15	3.75
kw_2580	p.04	MFP	JAM	KW		X						
kw_2581	p.04	MAH	JAM	KW		X						
kw_2582	p.04	BHS	JAM	KW		X						
kw_2583	p.04	RUB	JAM	KW		R	0	38	15	2	15	2
kw_2584	p.04	BSC	JAM	KW		X						
kw_2585	p.04	FLF	JAM	KW		FO	0	124	1	1	5	5
kw_2586	p.04	THT	JAM	KW		X						
kw_2587	p.04	PAR	JAM	KW		X						
kw_2588	p.04	VNH	JAM	KW		B	0	73	8	2	20	5
kw_2589	p.04	RUB	JAM	KW		X						
kw_2590	p.04	JAM	JAM	KW		X						
kw_2591	p.04	BHM	JAM	KW		X						
kw_2592	p.04	SAD	JAM	KW		X						
kw_2593	p.04	LTM	JAM	KW		FO	0	144	14	0	0	0
kw_2594	p.04	HMC	JAM	KW		R	0	43	24	3	15	1.875
kw_2595	p.04	SIL	JAM	KW		FO	0	118	4	0	0	0
kw_2596	p.04	BHM	JAM	KW		R	0	44	13	5	10	3.846153846
kw_2597	p.04	BSC	JAM	KW		R	0	45	12	1	5	0.416666667
kw_2598	p.04	FLF	JAM	KW		B	0	204	4	0	0	0
kw_2599	p.04	PAR	JAM	KW		X						
kw_2600	p.04	LTM	JAM	KW		B	1	41	10	4	35	14
kw_2601	p.05	BHM	JAM	MW		B	1	126	0	0	0	0
kw_2602	p.05	MIL	JAM	MW		SO	0	215	1	0	0	0
kw_2603	p.05	SIL	JAM	MW		FS2	0	218	1	0	0	0
kw_2604	p.05	DDW	JAM	MW		R	0	37	14	10	15	10.71428571
kw_2605	p.05	LTM	JAM	MW		B	1	56	5	3	10	6
kw_2606	p.05	BHS	JAM	MW		X						
kw_2607	p.05	BVC	JAM	MW		X						
kw_2608	p.05	WHC	JAM	MW		FS2	0	206	4	0	0	0
kw_2609	p.05	ECM	JAM	MW		R	0	36	10	1	5	0.5
kw_2610	p.05	THT	JAM	MW		R	0	44	18	1	5	0.277777778
kw_2611	p.05	VNH	JAM	MW		X						
kw_2612	p.05	MAH	JAM	MW		X						
kw_2613	p.05	SAD	JAM	MW		R	0	39	13	2	10	1.538461538
kw_2614	p.05	FLF	JAM	MW		FS2	0	358	6	1	10	1.666666667
kw_2615	p.05	RUB	JAM	MW		B	0	78	13	1	5	0.384615385
kw_2616	p.05	BSC	JAM	MW		X						
kw_2617	p.05	ECM	JAM	MW		R	0	37	14	0	0	0
kw_2618	p.05	DDW	JAM	MW		X						
kw_2619	p.05	BVC	JAM	MW		X						
kw_2620	p.05	PCS	JAM	MW		FS1	0	254	6	3	10	5
kw_2621	p.05	PAR	JAM	MW		SO	0	209	4	1	60	15
kw_2622	p.05	RUB	JAM	MW		X						
kw_2623	p.05	BHS	JAM	MW		X						
kw_2624	p.05	BSC	JAM	MW		FS2	0	390	4	0	0	0
kw_2625	p.05	SAD	JAM	MW		R	0	43	24	3	10	1.25
kw_2626	p.05	EGM	JAM	MW		X						
kw_2627	p.05	VNH	JAM	MW		X						
kw_2628	p.05	LTM	JAM	MW		FS2	0	230	7	0	0	0
kw_2629	p.05	MAH	JAM	MW		FO	0	86	12	2	5	0.833333333
kw_2630	p.05	BNK	JAM	MW		X						
kw_2631	p.05	IRF	JAM	MW		FS2	0	203	6	1	10	1.666666667
kw_2632	p.05	WHC	JAM	MW		X						
kw_2633	p.05	BHM	JAM	MW		B	1	56	12	3	5	1.25
kw_2634	p.05	IRF	JAM	MW		R	0	69	12	1	15	1.25
kw_2635	p.05	MFP	JAM	MW		X						
kw_2636	p.05	JAM	JAM	MW		X						
kw_2637	p.05	SIL	JAM	MW		R	0	50	15	0	0	0
kw_2638	p.05	HMC	JAM	MW		R	0	41	19	0	0	0
kw_2639	p.05	THT	JAM	MW		X						
kw_2640	p.05	PAR	JAM	MW		X						
kw_2641	p.05	JAM	JAM	MW		B	1	81	9	0	0	0
kw_2642	p.05	BVM	JAM	MW		X						
kw_2643	p.05	EGM	JAM	MW		FO	1	234	0	0	0	0
kw_2644	p.05	MFP	JAM	MW		X						
kw_2645	p.05	BVM	JAM	MW		FS1	0	278	8	0	0	0
kw_2646	p.05	FLF	JAM	MW		X						
kw_2647	p.05	PCS	JAM	MW		B	1	227	5	2	5	2
kw_2648	p.05	MIL	JAM	MW		X						
kw_2649	p.05	HMC	JAM	MW		X						
kw_2650	p.05	BNK	JAM	MW		X						
kw_2651	p.06	BNK	JAM	CR		SO	0	293	0	0	0	0
kw_2652	p.06	MIL	JAM	CR		FO	1	140	0	0	0	0
kw_2653	p.06	PAR	JAM	CR		X						
kw_2654	p.06	ECM	JAM	CR		X						
kw_2655	p.06	ECM	JAM	CR		SO	0	285	3	0	0	0
kw_2656	p.06	BSC	JAM	CR		SO	0	343	0	0	0	0
kw_2657	p.06	RUB	JAM	CR		FS2	0	135	8	0	0	0
kw_2658	p.06	THT	JAM	CR		SO	0	212	6	1	10	1.666666667
kw_2659	p.06	MAH	JAM	CR		X						
kw_2660	p.06	BHM	JAM	CR		X						
kw_2661	p.06	SIL	JAM	CR		R	0	49	14	2	5	0.714285714
kw_2662	p.06	WHC	JAM	CR		SO	0	282	0	0	0	0
kw_2663	p.06	MAH	JAM	CR		X						
kw_2664	p.06	THT	JAM	CR		R	0	34	15	8	5	2.666666667
kw_2665	p.06	BHM	JAM	CR		SO	0	318	0	0	0	0
kw_2666	p.06	PCS	JAM	CR		SO	0	199	5	0	0	0
kw_2667	p.06	DDW	JAM	CR		X						
