HPLC_ID	RetTime	Area	GS
6913	11.256	1870.39	6MSOH	
7033	3.867	2078.16	sinigrin	
7033	6.834	6982.48	1ME	
7033	11.252	39.05	6MSOH	
7033	12.082	132.61	1MP	
7617	3.878	2302.31	sinigrin	
7617	6.901	2061.85	1ME	
7617	11.283	1199.49	6MSOH	
7617	12.113	1041.48	1MP	
6978	3.956	2415.25	sinigrin	
6978	7.052	3823.86	1ME	
6978	11.358	469.95	6MSOH	
6978	12.207	1684.84	1MP	
7175	3.941	2396.86	sinigrin	
7175	11.334	4347.51	6MSOH	
6628	3.932	1894.25	sinigrin	
6628	7.001	1726.09	1ME	
6628	11.333	27.17	6MSOH	
6628	12.175	731.41	1MP	
6354	2.83	1104.18	2OH1ME	
6354	3.887	2020.94	sinigrin	
6354	11.265	1568.67	6MSOH	
7126	3.944	2303.92	sinigrin	
7126	6.986	9725.38	1ME	
7126	11.327	500.88	6MSOH	
7126	12.175	268.23	1MP	
6300	4.0	2766.5	sinigrin	
6300	7.062	27.64	1ME	
7419	3.88	1995.48	sinigrin	
7419	6.869	358.58	1ME	
7419	11.252	49.46	6MSOH	
7333	3.88	1953.68	sinigrin	
7333	6.894	1320.8	1ME	
7333	11.277	136.64	6MSOH	
7333	12.106	27.51	1MP	
7532	2.798	665.08	2OH1ME	
7532	3.842	2003.14	sinigrin	
7532	6.802	1244.27	1ME	
7532	11.225	827.46	6MSOH	
7220	3.959	2597.01	sinigrin	
7220	7.041	1486.43	1ME	
7220	11.342	322.28	6MSOH	
7220	12.2	333.17	1MP	
7577	3.984	2701.14	sinigrin	
7577	7.036	14539.6	1ME	
7577	11.344	1364.76	6MSOH	
7577	12.194	1573.99	1MP	
7718	3.948	2117.81	sinigrin	
7718	7.023	5989.95	1ME	
7718	11.339	512.72	6MSOH	
7718	12.185	1382.93	1MP	
7288	2.815	770.81	2OH1ME	
7288	3.894	1919.27	sinigrin	
7288	6.924	2577.17	1ME	
7288	11.274	2190.47	6MSOH	
7288	12.102	22.83	1MP	
6917	2.827	320.64	2OH1ME	
6917	3.886	1946.66	sinigrin	
7215	3.851	2098.48	sinigrin	
7215	6.842	1888.26	1ME	
7215	11.254	389.58	6MSOH	
7215	12.083	138.17	1MP	
6860	1.463	616.02	sinigrin	
6860	2.781	1273.51	1ME	
6860	5.493	25.34	6MSOH	
6860	5.719	124.74	1MP	
6406	1.493	687.87	sinigrin	
6406	2.838	413.7	1ME	
6406	5.525	237.59	6MSOH	
6406	5.757	255.91	1MP	
7733	1.052	631.36	2OH1ME	
7733	1.472	622.17	sinigrin	
7733	2.782	261.95	1ME	
7733	5.491	1064.14	6MSOH	
6276	1.506	642.16	sinigrin	
6276	2.838	160.52	1ME	
6276	5.753	71.29	1MP	
6227	1.082	745.46	2OH1ME	
6227	1.488	748.58	sinigrin	
6227	2.8	291.19	1ME	
6227	5.489	152.91	6MSOH	
7120	1.677	1208.15	sinigrin	
7120	3.092	3290.25	1ME	
7120	5.631	154.74	6MSOH	
7120	5.91	1735.77	1MP	
7580	1.544	941.04	sinigrin	
7580	2.905	907.29	1ME	
7580	5.539	142.81	6MSOH	
7580	5.771	601.7	1MP	
7664	1.541	929.76	sinigrin	
7664	2.898	993.63	1ME	
7664	5.541	146.16	6MSOH	
7664	5.771	543.21	1MP	
7250	1.209	130.91	2OH1ME	
7250	1.655	995.18	sinigrin	
7250	3.054	352.51	1ME	
7250	5.636	15.44	6MSOH	
7291	1.567	1165.02	sinigrin	
7291	2.929	438.06	1ME	
7291	5.556	92.57	6MSOH	
7291	5.803	109.95	1MP	
7780	1.467	641.68	sinigrin	
7780	2.773	648.88	1ME	
7780	5.481	106.4	6MSOH	
7780	5.704	187.93	1MP	
7553	1.055	62.66	2OH1ME	
7553	1.471	658.16	sinigrin	
7553	2.799	149.13	1ME	
7553	5.498	68.29	6MSOH	
7022	1.559	1351.51	sinigrin	
7022	2.944	3298.45	1ME	
7022	5.563	54.88	6MSOH	
7022	5.804	290.1	1MP	
7324	1.5	640.43	sinigrin	
7324	2.849	243.44	1ME	
7324	5.534	30.68	6MSOH	
7324	5.767	63.09	1MP	
7735	1.502	730.69	sinigrin	
7735	2.859	262.95	1ME	
7735	5.536	40.49	6MSOH	
7735	5.772	109.11	1MP	
7817	1.539	734.39	sinigrin	
7817	2.909	867.83	1ME	
7817	5.547	176.28	6MSOH	
7817	5.778	18.73	1MP	
7176	1.101	345.22	2OH1ME	
7176	1.497	615.24	sinigrin	
7176	2.807	381.66	1ME	
7176	5.491	224.24	6MSOH	
7192	1.055	395.83	2OH1ME	
7192	1.468	626.16	sinigrin	
7192	2.789	397.31	1ME	
7192	5.498	80.89	6MSOH	
7149	1.174	12.79	2OH1ME	
7149	1.696	821.32	sinigrin	
7149	3.097	296.49	1ME	
7149	5.621	62.71	6MSOH	
7149	5.943	81.86	1MP	
6452	1.525	637.15	sinigrin	
6452	2.784	34.61	1ME	
6452	5.537	2143.05	6MSOH	
6814	1.485	634.78	sinigrin	
6814	5.487	773.02	6MSOH	
7819	1.083	55.8	2OH1ME	
7819	1.49	629.9	sinigrin	
7819	2.832	14.87	1ME	
7819	5.52	19.76	6MSOH	
6467	1.525	811.01	sinigrin	
6467	2.799	12.94	1ME	
6467	5.537	430.1	6MSOH	
6944	1.12	1522.56	2OH1ME	
6944	1.54	1115.39	sinigrin	
6944	2.897	18.52	1ME	
6944	5.544	21.79	6MSOH	
7504	1.529	818.66	sinigrin	
7504	2.884	553.88	1ME	
7504	5.533	74.12	6MSOH	
7504	5.763	231.43	1MP	
7057	1.563	831.84	sinigrin	
7057	2.823	9.21	1ME	
7057	5.566	533.38	6MSOH	
7711	1.075	417.7	2OH1ME	
7711	1.483	660.64	sinigrin	
7711	2.816	184.97	1ME	
7711	5.516	124.86	6MSOH	
6476	1.466	630.38	sinigrin	
6476	2.784	1305.33	1ME	
6476	5.494	14.61	6MSOH	
6476	5.721	720.47	1MP	
6835	1.079	905.25	2OH1ME	
6835	1.472	595.59	sinigrin	
6835	2.767	19.26	1ME	
6835	5.471	21.5	6MSOH	
6824	1.538	1025.65	sinigrin	
6824	2.88	4009.57	1ME	
6824	5.543	267.59	6MSOH	
6824	5.779	921.7	1MP	
6583	1.485	660.65	sinigrin	
6583	2.831	1356.58	1ME	
6583	5.526	23.38	6MSOH	
6583	5.758	26.37	1MP	
7799	1.049	593.47	2OH1ME	
7799	1.467	621.27	sinigrin	
7799	2.775	357.85	1ME	
7799	5.482	892.43	6MSOH	
7674	1.542	1063.65	sinigrin	
7674	2.828	21.34	1ME	
7674	5.547	1202.02	6MSOH	
6236	1.068	43.28	2OH1ME	
6236	1.496	714.36	sinigrin	
6236	5.517	6.93	6MSOH	
6200	1.52	680.85	sinigrin	
6200	5.54	132.13	6MSOH	
7210	1.533	1087.68	sinigrin	
7210	2.889	676.4	1ME	
7210	5.539	59.17	6MSOH	
7210	5.775	9.09	1MP	
7286	1.091	115.82	2OH1ME	
7286	1.509	740.78	sinigrin	
7286	2.849	187.65	1ME	
7286	5.512	26.06	6MSOH	
7444	1.571	1321.89	sinigrin	
7444	2.952	12.7	1ME	
7444	5.563	390.72	6MSOH	
6322	1.487	647.73	sinigrin	
6322	2.75	14.3	1ME	
6322	5.515	265.97	6MSOH	
7744	1.072	160.25	2OH1ME	
7744	1.49	720.07	sinigrin	
7744	2.823	116.67	1ME	
7744	5.512	102.6	6MSOH	
7135	1.512	706.45	sinigrin	
7135	2.865	204.62	1ME	
7135	5.773	86.9	1MP	
6421	1.572	1263.73	sinigrin	
6421	2.958	1849.5	1ME	
6421	5.568	64.25	6MSOH	
6421	5.807	455.11	1MP	
6984	1.229	1500.43	2OH1ME	
6984	1.655	1248.63	sinigrin	
6984	3.008	9.49	1ME	
6984	5.593	24.9	6MSOH	
6240	1.54	923.87	sinigrin	
6240	2.918	137.08	1ME	
6240	5.797	32.24	1MP	
7619	1.479	616.51	sinigrin	
7619	2.788	2988.33	1ME	
7619	5.484	575.47	6MSOH	
7619	5.709	306.12	1MP	
6684	1.586	1062.8	sinigrin	
6684	2.966	490.55	1ME	
6684	5.57	196.83	6MSOH	
6684	5.819	311.61	1MP	
7836	1.568	1400.51	sinigrin	
7836	2.959	568.95	1ME	
7836	5.567	205.77	6MSOH	
7836	5.805	318.81	1MP	
7193	1.128	191.28	2OH1ME	
7193	1.562	930.39	sinigrin	
7193	2.938	885.35	1ME	
7193	5.559	269.29	6MSOH	
7624	1.47	584.2	sinigrin	
6956	1.488	576.1	sinigrin	
6956	2.8	2059.5	1ME	
6956	5.491	42.26	6MSOH	
6956	5.713	187.64	1MP	
6616	1.532	775.47	sinigrin	
6616	2.889	2841.45	1ME	
6616	5.543	29.18	6MSOH	
6616	5.778	878.32	1MP	
7441	1.521	807.84	sinigrin	
7441	2.881	190.85	1ME	
7441	5.543	27.46	6MSOH	
7441	5.776	15.79	1MP	
6682	1.063	149.96	2OH1ME	
6682	1.464	601.9	sinigrin	
6682	2.763	31.58	1ME	
6682	5.48	86.97	6MSOH	
6418	1.113	305.14	2OH1ME	
6418	1.54	1178.66	sinigrin	
6418	2.902	555.68	1ME	
6418	5.539	435.37	6MSOH	
7081	1.57	1406.64	sinigrin	
7081	2.952	494.16	1ME	
7081	5.802	205.08	1MP	
6797	1.529	815.07	sinigrin	
6797	2.879	4454.17	1ME	
6797	5.547	178.37	6MSOH	
6797	5.783	384.46	1MP	
6222	1.539	964.01	sinigrin	
6222	2.906	1106.71	1ME	
6222	5.55	27.44	6MSOH	
6222	5.788	69.97	1MP	
6534	1.121	1588.95	2OH1ME	
6534	1.54	952.3	sinigrin	
6534	2.914	480.44	1ME	
7837	1.059	233.5	2OH1ME	
7837	1.465	577.27	sinigrin	
7837	2.777	76.52	1ME	
7837	5.486	78.97	6MSOH	
6875	1.115	939.78	2OH1ME	
6875	1.55	929.44	sinigrin	
6875	5.559	10.97	6MSOH	
7089	1.492	665.21	sinigrin	
7089	2.823	1108.58	1ME	
7089	5.508	58.54	6MSOH	
7089	5.735	14.88	1MP	
6535	1.548	974.11	sinigrin	
6535	2.913	1028.3	1ME	
6535	5.563	6.27	6MSOH	
6535	5.8	587.42	1MP	
7385	1.057	331.49	2OH1ME	
7385	1.468	627.66	sinigrin	
7385	2.776	218.8	1ME	
7385	5.483	65.01	6MSOH	
6312	1.468	589.52	sinigrin	
6312	2.774	987.6	1ME	
6312	5.483	10.33	6MSOH	
6312	5.704	811.35	1MP	
7195	1.121	129.53	2OH1ME	
7195	1.547	963.84	sinigrin	
7195	2.91	112.47	1ME	
7195	5.543	23.14	6MSOH	
7707	1.136	715.26	2OH1ME	
7707	1.558	1210.02	sinigrin	
7707	2.943	1036.21	1ME	
7707	5.557	807.05	6MSOH	
7634	1.55	688.4	sinigrin	
7634	2.861	4685.5	1ME	
7634	5.533	630.35	6MSOH	
7634	5.786	100.07	1MP	
7778	1.117	724.9	2OH1ME	
7778	1.538	840.65	sinigrin	
7778	2.906	239.88	1ME	
7778	5.556	608.37	6MSOH	
7108	1.511	736.57	sinigrin	
7108	2.842	1026.03	1ME	
7108	5.512	127.6	6MSOH	
7108	5.735	516.26	1MP	
7485	1.117	137.7	2OH1ME	
7485	1.552	934.92	sinigrin	
7485	2.924	790.47	1ME	
7485	5.556	233.39	6MSOH	
7402	1.54	817.5	sinigrin	
7402	2.902	2181.14	1ME	
7402	5.549	355.39	6MSOH	
7402	5.786	241.85	1MP	
7233	1.509	757.34	sinigrin	
7233	2.857	233.43	1ME	
7233	5.531	99.61	6MSOH	
7233	5.762	71.6	1MP	
7574	1.046	191.48	2OH1ME	
7574	1.458	617.23	sinigrin	
7574	2.754	264.35	1ME	
7574	5.467	54.21	6MSOH	
6211	1.475	685.83	sinigrin	
6211	2.788	114.39	1ME	
6211	5.494	10.87	6MSOH	
6211	5.718	54.79	1MP	
6644	1.502	700.71	sinigrin	
6644	2.751	72.24	1ME	
6644	5.494	3103.37	6MSOH	
7660	1.533	812.64	sinigrin	
7660	2.903	531.47	1ME	
7660	5.559	16.23	6MSOH	
7660	5.8	103.74	1MP	
7277	1.103	55.58	2OH1ME	
7277	1.499	1027.07	sinigrin	
7277	2.993	319.17	1ME	
7277	5.577	78.56	6MSOH	
7337	1.542	907.21	sinigrin	
7337	2.901	3014.33	1ME	
7337	5.554	133.52	6MSOH	
7337	5.792	263.76	1MP	
6290	1.467	626.43	sinigrin	
6290	2.699	19.86	1ME	
6290	5.479	962.79	6MSOH	
7637	1.493	665.86	sinigrin	
7637	2.819	706.54	1ME	
7637	5.503	30.84	6MSOH	
7637	5.729	122.82	1MP	
6783	1.1	924.99	2OH1ME	
6783	1.529	777.02	sinigrin	
6783	2.887	27.98	1ME	
6783	5.548	90.18	6MSOH	
sinigrin56	2.925	127.17	1ME	
7383	1.616	744.52	sinigrin	
7383	2.963	1429.19	1ME	
7383	5.552	87.91	6MSOH	
7383	5.861	99.39	1MP	
7562	1.484	680.75	sinigrin	
7562	2.826	359.18	1ME	
7562	5.52	114.38	6MSOH	
7562	5.747	197.49	1MP	
6428	1.094	391.15	2OH1ME	
6428	1.52	717.32	sinigrin	
6428	2.885	29.64	1ME	
6428	5.552	8.6	6MSOH	
7138	1.539	954.19	sinigrin	
7138	2.886	2838.25	1ME	
7138	5.538	697.11	6MSOH	
7138	5.772	47.61	1MP	
6231	1.469	667.5	sinigrin	
6902	1.459	630.67	sinigrin	
6902	5.481	352.45	6MSOH	
7344	1.531	1012.55	sinigrin	
7344	2.799	220.75	1ME	
7344	5.495	12172.67	6MSOH	
7050	1.512	726.87	sinigrin	
7050	2.863	125.68	1ME	
6251	1.555	825.59	sinigrin	
6837	1.529	1069.49	sinigrin	
6837	2.796	26.03	1ME	
6837	5.533	1152.17	6MSOH	
6541	1.576	950.93	sinigrin	
6541	2.959	910.04	1ME	
6541	5.585	16.86	6MSOH	
6541	5.839	575.86	1MP	
7800	1.107	1914.61	2OH1ME	
7800	1.537	1146.66	sinigrin	
7800	2.898	514.13	1ME	
7800	5.535	1950.44	6MSOH	
6609	1.104	260.38	2OH1ME	
6609	1.518	720.22	sinigrin	
6609	2.868	129.19	1ME	
6609	5.529	212.53	6MSOH	
7715	1.498	677.08	sinigrin	
7715	2.84	1151.97	1ME	
7715	5.527	149.23	6MSOH	
7715	5.759	123.88	1MP	
6395	1.47	652.67	sinigrin	
6395	2.784	293.15	1ME	
6395	5.49	9.43	6MSOH	
6395	5.716	21.44	1MP	
6208	1.491	686.91	sinigrin	
6208	2.844	40.77	1ME	
6420	1.49	693.04	sinigrin	
6420	2.817	81.88	1ME	
7576	1.073	915.92	2OH1ME	
7576	1.486	725.04	sinigrin	
7576	2.808	537.52	1ME	
7576	5.492	948.92	6MSOH	
6401	1.572	1259.97	sinigrin	
6401	2.968	475.34	1ME	
6401	5.569	10.72	6MSOH	
6401	5.806	103.75	1MP	
7628	1.533	1016.35	sinigrin	
7628	2.886	1743.02	1ME	
7628	5.537	493.82	6MSOH	
7628	5.768	1180.33	1MP	
7606	1.501	680.57	sinigrin	
7606	2.847	267.35	1ME	
7606	5.529	42.02	6MSOH	
7606	5.761	153.0	1MP	
6267	1.506	695.22	sinigrin	
6267	2.852	221.6	1ME	
6267	5.756	110.66	1MP	
7805	1.11	399.99	2OH1ME	
7805	1.545	1047.9	sinigrin	
7805	2.915	215.2	1ME	
7805	5.548	1164.82	6MSOH	
6661	1.123	641.84	2OH1ME	
6661	1.542	1082.68	sinigrin	
6661	2.906	1030.34	1ME	
6661	5.545	1609.61	6MSOH	
6661	5.783	8.92	1MP	
6499	1.492	644.09	sinigrin	
6499	2.822	3056.86	1ME	
6499	5.521	78.37	6MSOH	
6499	5.752	206.75	1MP	
6918	1.171	978.75	2OH1ME	
6918	1.599	1338.41	sinigrin	
6918	2.995	176.79	1ME	
6918	5.581	122.36	6MSOH	
6387	1.463	646.7	sinigrin	
6387	2.766	22.32	1ME	
6387	5.71	13.61	1MP	
7652	1.058	632.11	2OH1ME	
7652	1.48	670.14	sinigrin	
7652	2.81	159.59	1ME	
7652	5.504	200.11	6MSOH	
6668	1.071	1388.29	2OH1ME	
6668	1.493	672.27	sinigrin	
6668	2.833	307.63	1ME	
6668	5.516	765.2	6MSOH	
7705	1.109	1014.29	2OH1ME	
7705	1.525	772.46	sinigrin	
7705	2.882	316.7	1ME	
7705	5.546	261.58	6MSOH	
6364	1.538	866.71	sinigrin	
6364	2.907	115.29	1ME	
6364	5.556	6.03	6MSOH	
6364	5.798	65.97	1MP	
7213	1.121	533.75	2OH1ME	
7213	1.543	1000.61	sinigrin	
7213	2.912	1624.0	1ME	
7213	5.546	2018.37	6MSOH	
7213	5.79	8.69	1MP	
7202	1.471	605.99	sinigrin	
7202	2.782	47.79	1ME	
7202	5.487	8.42	6MSOH	
7202	5.709	13.76	1MP	
7468	1.585	668.36	sinigrin	
7468	2.776	36.65	1ME	
7468	5.577	1553.82	6MSOH	
6282	1.55	924.31	sinigrin	
6282	2.934	230.46	1ME	
6282	5.803	95.35	1MP	
6262	1.098	32.53	2OH1ME	
6262	1.526	730.01	sinigrin	
6594	1.133	40.07	2OH1ME	
6594	1.566	1361.64	sinigrin	
6594	2.933	8006.02	1ME	
6594	5.562	280.95	6MSOH	
6594	5.795	1616.47	1MP	
6423	1.112	17.6	2OH1ME	
6423	1.63	948.51	sinigrin	
6423	3.031	755.13	1ME	
6423	5.621	61.14	6MSOH	
6423	5.906	363.65	1MP	
7146	1.515	655.39	sinigrin	
7146	2.78	52.28	1ME	
7146	5.524	1834.05	6MSOH	
7173	1.053	110.11	2OH1ME	
7173	1.473	674.15	sinigrin	
7173	2.799	189.35	1ME	
7173	5.499	390.02	6MSOH	
6645	1.531	772.88	sinigrin	
6645	2.897	341.59	1ME	
6645	5.554	11.13	6MSOH	
6645	5.791	49.12	1MP	
7205	1.503	663.91	sinigrin	
7205	2.841	245.48	1ME	
7205	5.513	49.42	6MSOH	
7205	5.738	18.26	1MP	
6983	1.111	1029.88	2OH1ME	
6983	1.534	868.67	sinigrin	
6983	2.895	78.44	1ME	
6983	5.55	204.23	6MSOH	
sinigrin57	1.527	920.46	sinigrin	
7093	1.043	235.92	2OH1ME	
7093	1.456	571.55	sinigrin	
7093	5.469	46.06	6MSOH	
7813	1.474	630.78	sinigrin	
7813	2.794	493.13	1ME	
7813	5.504	81.5	6MSOH	
7813	5.728	79.46	1MP	
6291	1.542	915.78	sinigrin	
6291	2.907	2581.27	1ME	
6291	5.554	53.27	6MSOH	
6291	5.796	67.26	1MP	
6863	1.206	1195.27	2OH1ME	
6863	1.612	828.15	sinigrin	
6863	2.913	24.2	1ME	
6923	1.069	115.44	2OH1ME	
6923	1.474	692.09	sinigrin	
7183	1.57	1370.95	sinigrin	
7183	2.961	859.42	1ME	
7183	5.565	261.91	6MSOH	
7183	5.803	510.76	1MP	
6224	1.542	1137.06	sinigrin	
6224	2.895	2725.78	1ME	
6224	5.539	58.8	6MSOH	
6224	5.773	273.2	1MP	
7498	1.473	641.08	sinigrin	
7498	2.776	280.89	1ME	
7498	5.482	88.74	6MSOH	
7498	5.702	64.38	1MP	
7150	1.547	906.08	sinigrin	
7150	2.834	136.86	1ME	
7150	5.535	6883.65	6MSOH	
6964	1.479	667.9	sinigrin	
6964	2.796	576.83	1ME	
6964	5.713	386.94	1MP	
6817	1.498	702.87	sinigrin	
6817	2.844	271.9	1ME	
6817	5.529	19.24	6MSOH	
6817	5.76	83.34	1MP	
7423	1.524	713.22	sinigrin	
7423	2.881	1412.15	1ME	
7423	5.552	18.35	6MSOH	
7423	5.787	218.44	1MP	
7516	1.111	98.87	2OH1ME	
7516	1.54	843.36	sinigrin	
7516	2.917	94.85	1ME	
7516	5.56	126.04	6MSOH	
7478	1.086	266.54	2OH1ME	
7478	1.502	694.32	sinigrin	
7478	2.848	46.01	1ME	
7478	5.533	74.42	6MSOH	
6922	1.539	871.39	sinigrin	
6922	5.544	248.3	6MSOH	
6381	1.478	660.22	sinigrin	
6381	2.805	665.05	1ME	
6381	5.504	109.24	6MSOH	
6381	5.73	364.82	1MP	
6385	1.112	70.93	2OH1ME	
6385	1.526	643.86	sinigrin	
6385	2.884	26.32	1ME	
7541	1.523	669.12	sinigrin	
7541	5.52	522.38	6MSOH	
7427	1.465	614.52	sinigrin	
7427	2.787	305.9	1ME	
7427	5.482	52.8	6MSOH	
7427	5.705	64.48	1MP	
7700	1.544	1024.68	sinigrin	
7700	2.917	1271.37	1ME	
7700	5.561	275.24	6MSOH	
7700	5.803	530.4	1MP	
6640	1.526	783.19	sinigrin	
6640	2.874	1898.14	1ME	
6640	5.531	14.17	6MSOH	
6640	5.759	1381.41	1MP	
6821	1.115	1463.46	2OH1ME	
6821	1.54	944.59	sinigrin	
6821	2.911	278.46	1ME	
6821	5.553	1527.01	6MSOH	
6247	1.551	1198.85	sinigrin	
6247	2.933	225.55	1ME	
6247	5.802	24.78	1MP	
7416	1.112	657.0	2OH1ME	
7416	1.532	904.62	sinigrin	
7416	2.892	898.91	1ME	
7416	5.548	814.01	6MSOH	
6441	1.52	847.61	sinigrin	
6441	2.797	58.77	1ME	
6441	5.525	2508.52	6MSOH	
7671	1.465	604.32	sinigrin	
7671	2.78	321.72	1ME	
7671	5.489	33.89	6MSOH	
7671	5.715	207.2	1MP	
7469	1.045	319.97	2OH1ME	
7469	1.455	666.95	sinigrin	
7469	2.751	102.14	1ME	
7469	5.467	607.52	6MSOH	
7510	1.56	1158.95	sinigrin	
7510	2.94	1589.76	1ME	
7510	5.56	126.9	6MSOH	
7510	5.797	134.45	1MP	
7255	1.525	636.56	sinigrin	
7255	2.885	129.05	1ME	
7255	5.533	57.16	6MSOH	
7255	5.76	37.09	1MP	
7294	1.167	1413.0	2OH1ME	
7294	1.601	885.46	sinigrin	
7294	2.982	197.69	1ME	
7294	5.575	853.55	6MSOH	
7357	1.244	1982.02	2OH1ME	
7357	1.695	1193.36	sinigrin	
7357	3.088	600.79	1ME	
7357	5.625	728.16	6MSOH	
6773	1.547	831.52	sinigrin	
6773	2.915	1577.39	1ME	
6773	5.558	73.14	6MSOH	
6773	5.796	754.06	1MP	
6642	1.528	710.38	sinigrin	
6642	2.888	538.91	1ME	
6642	5.787	58.88	1MP	
6990	1.075	380.29	2OH1ME	
6990	1.496	700.06	sinigrin	
6990	2.812	82.67	1ME	
6990	5.487	232.93	6MSOH	
7040	1.074	150.97	2OH1ME	
7040	1.476	658.41	sinigrin	
7154	1.108	647.85	2OH1ME	
7154	1.525	710.2	sinigrin	
7154	2.871	536.4	1ME	
7154	5.535	1442.74	6MSOH	
6466	1.103	784.0	2OH1ME	
6466	1.526	869.85	sinigrin	
6466	2.881	51.15	1ME	
6466	5.531	285.37	6MSOH	
7235	1.064	59.52	2OH1ME	
7235	1.466	650.34	sinigrin	
7235	2.771	250.75	1ME	
7235	5.486	296.84	6MSOH	
7096	1.545	998.51	sinigrin	
7096	2.917	1222.28	1ME	
7096	5.559	208.89	6MSOH	
7096	5.798	733.38	1MP	
6787	1.756	1002.42	sinigrin	
6787	5.765	440.79	6MSOH	
6379	1.692	761.38	sinigrin	
6379	3.207	289.28	1ME	
6379	5.724	11.41	6MSOH	
6379	6.0	70.85	1MP	
6340	1.207	12.42	2OH1ME	
6340	1.782	926.89	sinigrin	
6340	3.279	220.65	1ME	
6340	5.746	6.08	6MSOH	
6340	6.047	118.78	1MP	
7647	1.775	817.31	sinigrin	
7647	3.328	696.09	1ME	
7647	5.785	25.08	6MSOH	
7647	6.055	164.6	1MP	
7760	1.698	788.86	sinigrin	
7760	3.216	1539.29	1ME	
7760	5.734	206.73	6MSOH	
7760	6.009	226.22	1MP	
7775	1.797	777.93	sinigrin	
7775	3.351	540.71	1ME	
7775	5.796	97.63	6MSOH	
7775	6.085	258.41	1MP	
7665	1.787	830.56	sinigrin	
7665	3.361	2009.43	1ME	
7665	5.804	307.22	6MSOH	
7665	6.1	718.22	1MP	
6492	1.796	781.85	sinigrin	
6492	3.402	1658.18	1ME	
6492	5.81	98.57	6MSOH	
6492	6.107	457.98	1MP	
sinigrin52	1.803	1041.73	sinigrin	
7194	1.245	15.28	2OH1ME	
7194	1.818	870.17	sinigrin	
7194	3.334	860.54	1ME	
7194	5.759	38.55	6MSOH	
7194	6.074	49.41	1MP	
6324	1.72	805.29	sinigrin	
6324	3.233	3950.9	1ME	
6324	5.746	161.11	6MSOH	
6324	6.023	868.91	1MP	
6884	1.309	1757.92	2OH1ME	
6884	1.811	1044.47	sinigrin	
6884	5.755	26.49	6MSOH	
7539	1.695	792.8	sinigrin	
7539	3.215	87.84	1ME	
7539	5.727	64.33	6MSOH	
7325	1.709	827.79	sinigrin	
7325	3.223	175.56	1ME	
7325	5.722	114.29	6MSOH	
7325	5.996	173.97	1MP	
6910	1.726	1027.58	sinigrin	
6910	3.237	1535.31	1ME	
6910	5.726	235.09	6MSOH	
6910	6.004	1135.47	1MP	
7835	1.214	611.19	2OH1ME	
7835	1.702	837.95	sinigrin	
7835	3.224	345.66	1ME	
7835	5.74	564.72	6MSOH	
6606	1.239	732.28	2OH1ME	
6606	1.763	880.54	sinigrin	
6606	3.299	25.5	1ME	
6606	5.775	87.77	6MSOH	
7730	1.327	23.57	2OH1ME	
7730	1.882	1078.1	sinigrin	
7730	3.415	805.36	1ME	
7730	5.798	86.48	6MSOH	
7730	6.147	455.75	1MP	
7301	1.256	1694.71	2OH1ME	
7301	1.764	811.37	sinigrin	
7301	3.319	1976.89	1ME	
7301	5.795	374.55	6MSOH	
7512	1.797	779.02	sinigrin	
7512	3.396	381.54	1ME	
7512	5.807	26.76	6MSOH	
7512	6.107	87.4	1MP	
7044	1.798	849.55	sinigrin	
7044	3.387	417.07	1ME	
7044	6.104	295.41	1MP	
7387	1.293	2156.09	2OH1ME	
7387	1.818	845.92	sinigrin	
7387	3.408	1820.89	1ME	
7387	5.815	342.22	6MSOH	
7387	6.114	15.01	1MP	
7499	1.731	810.5	sinigrin	
7499	3.252	165.99	1ME	
7499	5.746	56.05	6MSOH	
7499	6.023	119.29	1MP	
7627	1.758	919.83	sinigrin	
7627	3.282	906.24	1ME	
7627	5.765	42.31	6MSOH	
7627	6.036	198.2	1MP	
6560	3.676	1623.83	sinigrin	
6560	6.509	5014.11	1ME	
6560	11.035	225.26	6MSOH	
6560	11.807	2815.13	1MP	
7680	2.644	1892.08	2OH1ME	
7680	3.635	1743.43	sinigrin	
7680	6.503	1594.71	1ME	
7680	11.03	56.48	6MSOH	
7680	11.795	15.39	1MP	
6484	3.625	1615.86	sinigrin	
6484	6.519	2249.32	1ME	
6484	11.024	41.27	6MSOH	
6484	11.786	1483.87	1MP	
7115	3.662	1627.27	sinigrin	
7115	11.06	243.05	6MSOH	
6778	3.615	1657.09	sinigrin	
6778	6.479	177.08	1ME	
6778	11.034	21.26	6MSOH	
6778	11.805	75.79	1MP	
6223	3.619	1624.03	sinigrin	
6223	11.01	1099.9	6MSOH	
sinigrin62	3.661	1687.1	sinigrin	
7268	2.66	803.39	2OH1ME	
7268	3.668	1640.95	sinigrin	
7268	6.536	627.07	1ME	
7268	11.043	110.99	6MSOH	
7275	3.639	1633.64	sinigrin	
7275	11.019	11028.41	6MSOH	
6498	6.431	11376.84	1ME	
6498	10.987	822.27	6MSOH	
6498	11.738	278.03	1MP	
7404	3.627	1635.84	sinigrin	
7404	6.497	3170.64	1ME	
7404	11.019	493.7	6MSOH	
7404	11.797	1415.22	1MP	
6806	3.622	1417.1	sinigrin	
6806	6.515	1138.74	1ME	
6806	11.025	19.63	6MSOH	
6806	11.793	113.9	1MP	
