HPLC_ID	RetTime	Area	GS
6440	1.229	2195.5	2OH1ME	
6440	1.733	849.24	sinigrin	
6440	3.27	219.92	1ME	
6440	5.722	211.66	6MSOH	
6334	1.234	754.57	2OH1ME	
6334	1.74	850.26	sinigrin	
6334	3.307	80.58	1ME	
6334	5.751	25.4	6MSOH	
7550	1.748	644.9	sinigrin	
7550	3.288	139.52	1ME	
7550	5.729	14.43	6MSOH	
6898	1.238	552.14	2OH1ME	
6898	1.755	717.91	sinigrin	
6898	3.316	413.19	1ME	
6898	5.723	132.35	6MSOH	
6895	1.736	740.86	sinigrin	
6895	3.275	1013.3	1ME	
6895	5.727	78.52	6MSOH	
6895	6.008	778.52	1MP	
7068	1.691	651.28	sinigrin	
7068	3.208	274.42	1ME	
7068	5.707	48.3	6MSOH	
7068	5.989	156.57	1MP	
6931	1.241	502.6	2OH1ME	
6931	1.741	674.17	sinigrin	
6931	3.258	131.97	1ME	
6931	5.717	7.49	6MSOH	
7222	1.741	631.13	sinigrin	
7222	3.264	166.64	1ME	
7222	5.711	61.61	6MSOH	
7222	5.995	77.56	1MP	
7555	1.747	903.95	sinigrin	
7555	3.289	294.56	1ME	
7555	5.797	22.45	6MSOH	
7555	6.074	20.82	1MP	
6293	1.243	85.34	2OH1ME	
6293	1.744	638.53	sinigrin	
7031	1.224	595.11	2OH1ME	
7031	1.729	724.62	sinigrin	
7031	3.268	127.93	1ME	
7031	5.733	106.44	6MSOH	
6788	1.725	705.83	sinigrin	
6788	3.254	1721.78	1ME	
6788	5.752	62.07	6MSOH	
6788	6.002	48.8	1MP	
6676	1.236	270.07	2OH1ME	
6676	1.743	516.88	sinigrin	
6676	3.272	214.04	1ME	
6676	5.737	283.45	6MSOH	
7164	1.743	619.97	sinigrin	
7164	3.313	253.65	1ME	
7164	5.723	106.51	6MSOH	
7164	6.009	146.22	1MP	
7326	1.742	644.31	sinigrin	
7326	3.204	29.62	1ME	
7326	5.71	883.68	6MSOH	
7727	1.733	634.63	sinigrin	
7727	3.281	313.88	1ME	
7727	5.729	74.1	6MSOH	
7727	6.02	126.67	1MP	
7101	1.742	621.43	sinigrin	
7101	5.706	894.86	6MSOH	
7795	1.728	653.57	sinigrin	
7795	3.254	292.41	1ME	
7795	5.716	22.14	6MSOH	
7795	5.998	68.49	1MP	
6356	1.728	643.48	sinigrin	
6356	3.246	2203.62	1ME	
6356	5.724	257.97	6MSOH	
6356	6.01	1037.74	1MP	
7631	1.202	304.2	2OH1ME	
7631	1.709	618.15	sinigrin	
7631	3.219	215.38	1ME	
7631	5.703	159.16	6MSOH	
6444	1.711	547.86	sinigrin	
6444	5.794	13.49	6MSOH	
6820	1.697	765.64	sinigrin	
6820	3.212	1299.24	1ME	
6820	5.705	15.46	6MSOH	
6820	5.985	306.13	1MP	
6352	1.729	602.06	sinigrin	
6352	3.238	1796.57	1ME	
6352	5.714	27.28	6MSOH	
6352	5.997	173.21	1MP	
7124	1.725	814.95	sinigrin	
7124	3.251	526.05	1ME	
7124	5.778	133.08	6MSOH	
7124	6.051	245.07	1MP	
6303	1.737	679.63	sinigrin	
6303	3.288	360.82	1ME	
6303	6.01	206.2	1MP	
7622	1.113	11.09	2OH1ME	
7622	1.737	669.05	sinigrin	
7622	3.282	323.04	1ME	
7622	5.725	39.03	6MSOH	
7622	6.01	54.96	1MP	
6957	1.198	720.48	2OH1ME	
6957	1.683	872.76	sinigrin	
6957	3.19	90.12	1ME	
6957	5.694	388.46	6MSOH	
7263	1.742	617.55	sinigrin	
7263	3.262	525.24	1ME	
7263	5.713	245.85	6MSOH	
7263	5.998	99.09	1MP	
6412	1.235	421.7	2OH1ME	
6412	1.733	703.56	sinigrin	
6412	3.266	274.09	1ME	
6412	5.728	308.97	6MSOH	
7373	1.233	310.86	2OH1ME	
7373	1.722	592.02	sinigrin	
7373	3.253	82.62	1ME	
7373	5.78	97.41	6MSOH	
6790	1.146	11.06	2OH1ME	
6790	1.75	952.77	sinigrin	
6790	3.283	166.43	1ME	
6790	6.066	43.4	1MP	
7363	1.725	672.33	sinigrin	
7363	3.282	889.1	1ME	
7363	5.732	245.19	6MSOH	
7363	6.02	157.3	1MP	
6932	1.725	701.59	sinigrin	
6392	1.185	36.3	2OH1ME	
6392	1.651	730.18	sinigrin	
7374	1.266	755.03	2OH1ME	
7374	1.768	741.26	sinigrin	
7374	3.311	386.24	1ME	
7374	5.798	564.98	6MSOH	
6598	1.639	735.09	sinigrin	
6598	3.117	684.8	1ME	
6598	5.739	45.17	6MSOH	
6598	6.016	419.39	1MP	
7206	1.191	824.59	2OH1ME	
7206	1.67	862.79	sinigrin	
7206	3.155	2020.52	1ME	
7206	5.701	836.44	6MSOH	
6433	1.175	284.05	2OH1ME	
6433	1.633	697.3	sinigrin	
6433	3.099	346.07	1ME	
6433	5.695	212.94	6MSOH	
7105	1.638	496.84	sinigrin	
7105	3.1	94.75	1ME	
7105	5.986	53.68	1MP	
6506	1.655	735.62	sinigrin	
6506	3.134	1431.2	1ME	
6506	5.697	230.45	6MSOH	
6506	5.968	1043.61	1MP	
7572	1.728	821.55	sinigrin	
7572	3.251	210.55	1ME	
7572	5.775	56.58	6MSOH	
6847	1.116	20.68	2OH1ME	
6847	1.699	867.94	sinigrin	
6847	3.184	3775.27	1ME	
6847	5.714	141.83	6MSOH	
6847	5.984	541.44	1MP	
7463	1.195	733.22	2OH1ME	
7463	1.657	829.51	sinigrin	
7463	3.135	638.99	1ME	
7463	5.687	846.29	6MSOH	
7556	1.191	82.21	2OH1ME	
7556	1.662	705.92	sinigrin	
7556	3.148	67.53	1ME	
7556	5.696	220.31	6MSOH	
7621	1.645	594.36	sinigrin	
7621	3.114	735.19	1ME	
7621	5.708	99.52	6MSOH	
7621	5.98	477.45	1MP	
6551	1.667	734.43	sinigrin	
6551	3.158	3508.1	1ME	
6551	5.704	16.03	6MSOH	
6551	5.973	222.33	1MP	
7151	1.662	947.45	sinigrin	
7151	3.115	507.95	1ME	
7151	5.692	158.4	6MSOH	
7151	5.952	366.93	1MP	
6955	1.216	1156.78	2OH1ME	
6955	1.698	783.17	sinigrin	
6955	3.201	280.11	1ME	
6955	5.715	100.4	6MSOH	
6955	6.114	10.07	1MP	
6518	1.647	657.5	sinigrin	
6518	3.113	2351.91	1ME	
6518	5.697	196.16	6MSOH	
6518	5.968	1352.88	1MP	
7053	1.197	784.21	2OH1ME	
7053	1.654	788.47	sinigrin	
7053	3.11	236.53	1ME	
7053	5.687	268.93	6MSOH	
6853	1.653	707.06	sinigrin	
6853	3.135	1017.04	1ME	
6853	5.702	74.4	6MSOH	
6853	5.966	703.82	1MP	
7479	1.64	744.26	sinigrin	
7479	3.105	1220.13	1ME	
7479	5.692	439.1	6MSOH	
7479	5.949	1260.37	1MP	
7279	1.664	768.9	sinigrin	
7279	3.113	1833.32	1ME	
7279	5.686	616.89	6MSOH	
7279	5.946	1043.62	1MP	
6577	1.666	715.56	sinigrin	
6577	3.149	2561.77	1ME	
6577	5.703	10.21	6MSOH	
6577	5.968	49.83	1MP	
6422	1.102	7.89	2OH1ME	
6422	1.681	843.9	sinigrin	
6422	5.704	289.5	6MSOH	
6851	1.222	313.34	2OH1ME	
6851	1.704	654.58	sinigrin	
6851	3.206	21.63	1ME	
6377	1.679	865.67	sinigrin	
6377	5.705	69.96	6MSOH	
7447	1.194	34.62	2OH1ME	
7447	1.672	718.26	sinigrin	
7447	3.158	95.72	1ME	
7447	5.704	18.44	6MSOH	
6893	1.208	3494.1	2OH1ME	
6893	1.673	1128.26	sinigrin	
6893	3.142	65.64	1ME	
6893	5.722	438.37	6MSOH	
7335	1.199	156.69	2OH1ME	
7335	1.67	793.89	sinigrin	
7335	3.123	96.25	1ME	
7335	5.693	10.5	6MSOH	
7328	1.647	619.82	sinigrin	
7328	3.101	376.84	1ME	
7328	5.689	65.41	6MSOH	
7328	5.963	115.11	1MP	
7600	1.657	794.89	sinigrin	
7600	3.142	278.63	1ME	
7600	5.767	20.47	6MSOH	
7600	6.032	77.43	1MP	
7187	1.678	801.23	sinigrin	
7187	3.173	1445.63	1ME	
7187	5.709	412.37	6MSOH	
7187	5.977	1291.18	1MP	
7048	1.179	915.58	2OH1ME	
7048	1.645	826.21	sinigrin	
7048	3.11	52.94	1ME	
7048	5.696	38.33	6MSOH	
7497	1.652	706.16	sinigrin	
7497	3.138	837.89	1ME	
7497	5.698	310.5	6MSOH	
7497	5.963	746.83	1MP	
7174	1.672	844.12	sinigrin	
7174	3.144	421.71	1ME	
7174	5.77	217.25	6MSOH	
7174	5.979	150.32	1MP	
6529	1.269	143.05	2OH1ME	
6529	1.779	780.66	sinigrin	
6529	3.327	8.73	1ME	
7112	1.673	814.42	sinigrin	
7112	3.144	4195.91	1ME	
7112	5.707	37.93	6MSOH	
7112	5.964	338.91	1MP	
6597	1.666	734.74	sinigrin	
6597	3.155	646.26	1ME	
6597	5.965	339.38	1MP	
6225	1.677	828.58	sinigrin	
6225	3.16	965.84	1ME	
6225	5.696	75.42	6MSOH	
6225	5.96	137.0	1MP	
7684	1.174	499.86	2OH1ME	
7684	1.651	733.53	sinigrin	
7684	3.128	408.26	1ME	
7684	5.694	366.14	6MSOH	
6786	1.65	852.14	sinigrin	
6786	3.129	2320.06	1ME	
6786	5.686	358.28	6MSOH	
6786	5.948	1668.68	1MP	
6517	1.676	979.02	sinigrin	
6517	3.065	24.77	1ME	
6517	5.699	1488.8	6MSOH	
7352	1.205	329.3	2OH1ME	
7352	1.66	729.0	sinigrin	
7352	3.148	805.4	1ME	
7352	5.755	190.26	6MSOH	
7320	1.19	127.38	2OH1ME	
7320	1.647	608.95	sinigrin	
7320	3.103	198.61	1ME	
7320	5.69	245.04	6MSOH	
6345	1.654	710.2	sinigrin	
6345	3.133	657.14	1ME	
6345	5.955	142.82	1MP	
6672	1.225	460.35	2OH1ME	
6672	1.681	1085.24	sinigrin	
6672	3.146	272.2	1ME	
6672	5.715	340.44	6MSOH	
7065	1.774	743.14	sinigrin	
7065	3.315	965.4	1ME	
7065	5.797	54.23	6MSOH	
7065	6.095	93.19	1MP	
7339	1.669	854.63	sinigrin	
7339	3.163	1875.22	1ME	
7339	5.703	125.21	6MSOH	
7339	5.972	579.32	1MP	
6545	1.676	669.83	sinigrin	
6545	3.175	3945.42	1ME	
6545	5.711	8.53	6MSOH	
6545	5.981	274.15	1MP	
7075	1.225	140.86	2OH1ME	
7075	1.678	930.08	sinigrin	
7509	1.198	207.23	2OH1ME	
7509	1.672	831.01	sinigrin	
7509	3.156	391.37	1ME	
7509	5.693	468.57	6MSOH	
7318	1.196	143.38	2OH1ME	
7318	1.666	653.61	sinigrin	
7318	3.163	21.25	1ME	
7318	5.703	13.09	6MSOH	
7741	1.684	840.35	sinigrin	
7741	3.173	14.08	1ME	
7741	5.97	9.15	1MP	
7141	1.201	121.18	2OH1ME	
7141	1.662	769.65	sinigrin	
7141	3.15	315.09	1ME	
7141	5.763	185.94	6MSOH	
6415	1.179	122.26	2OH1ME	
6415	1.654	675.75	sinigrin	
6415	5.703	26.69	6MSOH	
sinigrin53	1.684	1037.28	sinigrin	
7808	1.202	1674.04	2OH1ME	
7808	1.666	855.9	sinigrin	
7808	3.139	176.63	1ME	
7808	5.708	303.21	6MSOH	
7453	1.68	961.64	sinigrin	
7453	3.161	559.36	1ME	
7453	5.702	37.08	6MSOH	
7453	5.968	26.53	1MP	
7011	1.67	829.92	sinigrin	
7011	3.045	38.68	1ME	
7011	5.706	2527.72	6MSOH	
7821	1.645	562.05	sinigrin	
7821	3.104	88.33	1ME	
7821	5.686	22.52	6MSOH	
7821	5.957	65.74	1MP	
6653	1.639	718.32	sinigrin	
6653	3.006	47.17	1ME	
6653	5.683	2355.48	6MSOH	
6850	1.668	765.39	sinigrin	
6850	3.17	189.13	1ME	
6850	5.983	85.03	1MP	
7535	1.202	156.86	2OH1ME	
7535	1.682	771.13	sinigrin	
7535	3.18	134.07	1ME	
7535	5.705	767.88	6MSOH	
7787	1.676	713.23	sinigrin	
7787	3.166	904.88	1ME	
7787	5.703	41.19	6MSOH	
7787	5.968	59.85	1MP	
6673	1.684	1052.67	sinigrin	
6673	3.157	687.68	1ME	
6673	5.718	67.39	6MSOH	
6673	5.982	77.8	1MP	
7488	1.185	707.73	2OH1ME	
7488	1.654	817.54	sinigrin	
7488	3.124	336.78	1ME	
7488	5.683	2548.45	6MSOH	
6264	1.679	830.04	sinigrin	
7266	1.635	699.09	sinigrin	
7266	3.101	595.65	1ME	
7266	5.695	437.19	6MSOH	
7266	5.963	689.45	1MP	
7179	1.697	1065.85	sinigrin	
7179	3.184	476.97	1ME	
7179	5.73	125.1	6MSOH	
7179	6.001	175.91	1MP	
6959	1.19	1536.76	2OH1ME	
6959	1.656	908.18	sinigrin	
6959	3.137	15.21	1ME	
6959	5.697	9.99	6MSOH	
6220	1.66	719.12	sinigrin	
6220	3.139	68.12	1ME	
6220	5.966	8.7	1MP	
7251	1.289	266.38	2OH1ME	
7251	1.793	1093.73	sinigrin	
7251	3.34	290.42	1ME	
7251	5.808	87.35	6MSOH	
7515	1.675	768.98	sinigrin	
7515	5.706	400.89	6MSOH	
6569	1.193	101.11	2OH1ME	
6569	1.666	704.36	sinigrin	
6394	1.209	492.32	2OH1ME	
6394	1.67	985.26	sinigrin	
6394	5.7	48.29	6MSOH	
7581	1.654	797.48	sinigrin	
7581	3.129	1167.2	1ME	
7581	5.688	126.08	6MSOH	
7581	5.95	160.89	1MP	
7638	1.187	759.15	2OH1ME	
7638	1.654	785.79	sinigrin	
7638	3.116	70.75	1ME	
7638	5.708	292.69	6MSOH	
7546	1.127	14.79	2OH1ME	
7546	1.698	1051.68	sinigrin	
7546	3.202	606.82	1ME	
7546	5.714	168.52	6MSOH	
7546	5.982	96.2	1MP	
6911	1.682	831.74	sinigrin	
6911	3.181	1464.43	1ME	
6911	5.718	64.09	6MSOH	
6911	5.987	153.59	1MP	
7071	1.179	37.65	2OH1ME	
7071	1.647	747.22	sinigrin	
6812	1.192	2098.87	2OH1ME	
6812	1.654	867.41	sinigrin	
6812	3.113	90.07	1ME	
6812	5.712	1296.33	6MSOH	
7692	1.119	13.61	2OH1ME	
7692	1.681	773.02	sinigrin	
7692	3.167	1288.28	1ME	
7692	5.703	97.51	6MSOH	
7692	5.967	724.82	1MP	
7178	1.164	485.86	2OH1ME	
7178	1.636	707.1	sinigrin	
7178	3.117	383.87	1ME	
7178	5.728	1036.97	6MSOH	
7140	1.235	634.38	2OH1ME	
7140	1.694	900.7	sinigrin	
7140	3.175	1578.83	1ME	
7140	5.73	498.41	6MSOH	
7378	1.674	762.33	sinigrin	
7378	3.163	186.69	1ME	
7378	5.703	12.71	6MSOH	
7378	5.969	66.14	1MP	
7434	1.777	767.18	sinigrin	
7434	3.32	166.62	1ME	
7434	5.803	118.57	6MSOH	
7434	6.099	131.07	1MP	
6963	1.109	9.35	2OH1ME	
6963	1.682	836.9	sinigrin	
6963	3.174	344.04	1ME	
6963	5.707	35.02	6MSOH	
6963	5.973	274.89	1MP	
7721	1.649	736.92	sinigrin	
7721	3.123	525.09	1ME	
7721	5.696	82.79	6MSOH	
7721	5.955	421.96	1MP	
6935	1.649	656.84	sinigrin	
6935	3.112	77.77	1ME	
6935	5.691	14.3	6MSOH	
7633	1.653	733.15	sinigrin	
7633	3.136	1251.77	1ME	
7633	5.776	115.07	6MSOH	
7633	5.954	175.35	1MP	
7169	1.186	168.84	2OH1ME	
7169	1.641	626.24	sinigrin	
7169	3.102	109.9	1ME	
7169	5.7	61.66	6MSOH	
7491	1.205	107.42	2OH1ME	
7491	1.66	671.97	sinigrin	
7491	3.127	271.69	1ME	
7491	5.703	272.02	6MSOH	
7024	1.104	9.54	2OH1ME	
7024	1.689	827.0	sinigrin	
7024	3.193	105.82	1ME	
7024	5.715	6.69	6MSOH	
7024	5.985	17.86	1MP	
6456	1.198	1211.4	2OH1ME	
6456	1.663	910.25	sinigrin	
6456	3.127	152.31	1ME	
6456	5.768	524.93	6MSOH	
6487	1.195	5082.86	2OH1ME	
6487	1.659	1111.58	sinigrin	
6487	3.126	174.46	1ME	
6487	5.696	197.95	6MSOH	
6868	1.694	782.16	sinigrin	
6868	3.189	367.18	1ME	
6868	5.703	30.24	6MSOH	
6868	5.974	356.27	1MP	
7569	1.657	728.76	sinigrin	
7569	3.125	99.36	1ME	
7569	5.701	19.63	6MSOH	
7569	5.97	82.62	1MP	
6667	1.203	768.14	2OH1ME	
6667	1.68	838.86	sinigrin	
6667	3.173	2407.53	1ME	
6667	5.701	1610.99	6MSOH	
7809	1.661	672.29	sinigrin	
7809	3.145	254.44	1ME	
7809	5.7	56.56	6MSOH	
7809	5.964	142.79	1MP	
6805	1.177	2332.36	2OH1ME	
6805	1.638	756.46	sinigrin	
6805	3.102	374.0	1ME	
6805	5.705	788.29	6MSOH	
6907	1.658	752.77	sinigrin	
6907	3.133	1588.15	1ME	
6907	5.686	55.68	6MSOH	
6907	5.95	1135.72	1MP	
7379	1.638	713.53	sinigrin	
7379	5.723	1864.72	6MSOH	
6813	1.193	941.61	2OH1ME	
6813	1.665	801.51	sinigrin	
6813	3.15	15.29	1ME	
6813	5.702	72.36	6MSOH	
6546	1.683	809.49	sinigrin	
6546	3.172	1351.09	1ME	
6546	5.702	9.87	6MSOH	
6546	5.969	438.66	1MP	
7728	1.661	668.51	sinigrin	
7728	3.143	585.02	1ME	
7728	5.701	187.88	6MSOH	
7728	5.964	403.88	1MP	
6666	1.196	1503.5	2OH1ME	
6666	1.652	840.66	sinigrin	
6666	3.12	1135.33	1ME	
6666	5.693	1427.81	6MSOH	
6776	1.673	790.32	sinigrin	
6776	3.179	1451.99	1ME	
6776	5.713	202.23	6MSOH	
6776	5.979	87.02	1MP	
6410	1.665	724.91	sinigrin	
6410	3.154	170.23	1ME	
7568	1.185	330.5	2OH1ME	
7568	1.651	688.92	sinigrin	
7568	3.115	55.34	1ME	
7568	5.693	211.28	6MSOH	
6539	1.678	721.03	sinigrin	
6539	3.169	77.12	1ME	
7001	1.656	656.75	sinigrin	
7001	3.144	2616.29	1ME	
7001	5.699	106.55	6MSOH	
7001	5.965	305.64	1MP	
6985	1.658	764.85	sinigrin	
6985	3.125	553.24	1ME	
6985	5.701	43.36	6MSOH	
6985	5.959	368.37	1MP	
6257	1.205	2531.78	2OH1ME	
6257	1.668	919.13	sinigrin	
6257	3.145	12.68	1ME	
6257	5.69	17.06	6MSOH	
6266	1.106	10.9	2OH1ME	
6266	1.683	919.99	sinigrin	
6266	3.17	912.84	1ME	
6266	5.972	310.6	1MP	
7244	1.67	707.62	sinigrin	
7244	3.171	1057.07	1ME	
7244	5.705	313.2	6MSOH	
7244	5.971	177.26	1MP	
7018	1.672	838.14	sinigrin	
7018	3.144	175.44	1ME	
7018	5.963	69.13	1MP	
6304	1.22	1451.6	2OH1ME	
6304	1.674	1215.5	sinigrin	
6304	3.131	268.58	1ME	
6304	5.692	165.56	6MSOH	
6986	1.66	727.36	sinigrin	
6986	3.15	22.18	1ME	
6986	5.952	7.69	1MP	
7409	1.208	2554.81	2OH1ME	
7409	1.665	1049.05	sinigrin	
7409	3.117	61.42	1ME	
7409	5.692	439.36	6MSOH	
7830	1.643	562.39	sinigrin	
7830	3.101	1574.26	1ME	
7830	5.687	563.22	6MSOH	
7830	5.934	273.86	1MP	
7505	1.641	531.0	sinigrin	
7505	3.096	326.75	1ME	
7505	5.689	76.61	6MSOH	
6507	1.655	675.39	sinigrin	
6507	3.14	647.16	1ME	
6507	5.694	26.55	6MSOH	
6507	5.958	516.4	1MP	
6522	1.223	1634.06	2OH1ME	
6522	1.682	1182.08	sinigrin	
6522	3.154	466.85	1ME	
6522	5.693	78.18	6MSOH	
7353	1.638	684.68	sinigrin	
7353	3.094	4117.51	1ME	
7353	5.698	139.73	6MSOH	
7353	5.966	429.61	1MP	
7452	1.671	876.73	sinigrin	
7452	3.125	256.93	1ME	
7452	5.715	47.37	6MSOH	
7452	5.98	128.1	1MP	
5243	1.674	735.79	sinigrin	
5243	5.711	251.01	6MSOH	
7642	1.796	944.69	sinigrin	
7642	3.358	828.18	1ME	
7642	5.811	16.86	6MSOH	
7642	6.064	60.6	1MP	
7240	1.644	662.98	sinigrin	
7240	3.128	640.26	1ME	
7240	5.702	139.89	6MSOH	
7240	5.967	292.47	1MP	
6647	1.681	1027.74	sinigrin	
6647	3.149	101.09	1ME	
6647	5.962	23.47	1MP	
6887	1.679	772.86	sinigrin	
6887	3.16	702.63	1ME	
6887	5.702	39.7	6MSOH	
6887	5.966	350.88	1MP	
6830	1.661	864.53	sinigrin	
6830	3.116	14.27	1ME	
7007	1.676	813.25	sinigrin	
7007	3.151	864.85	1ME	
7007	5.989	67.38	1MP	
6919	1.675	832.28	sinigrin	
6919	3.157	1059.14	1ME	
6919	5.697	41.3	6MSOH	
6919	5.963	107.41	1MP	
7679	1.67	835.29	sinigrin	
7679	3.147	816.1	1ME	
7679	5.693	207.17	6MSOH	
7679	5.956	738.57	1MP	
6378	1.206	502.14	2OH1ME	
6378	1.666	829.7	sinigrin	
6378	3.14	18.21	1ME	
6378	5.698	11.1	6MSOH	
6593	1.669	669.19	sinigrin	
6593	3.163	227.4	1ME	
6593	5.701	6.39	6MSOH	
6593	5.967	16.65	1MP	
6903	1.204	803.54	2OH1ME	
6903	1.682	1020.32	sinigrin	
6903	3.179	16.96	1ME	
6903	5.707	73.7	6MSOH	
6548	1.678	747.9	sinigrin	
6548	3.178	880.7	1ME	
6548	5.98	102.2	1MP	
6320	1.781	733.34	sinigrin	
6320	3.319	3800.51	1ME	
6320	5.802	37.58	6MSOH	
6320	6.097	945.59	1MP	
7522	1.659	702.15	sinigrin	
7522	3.115	1881.66	1ME	
7522	5.687	156.39	6MSOH	
7522	5.947	1037.29	1MP	
7754	1.657	822.53	sinigrin	
7754	3.126	1692.57	1ME	
7754	5.696	71.68	6MSOH	
7754	5.958	73.27	1MP	
7317	1.745	893.09	sinigrin	
7317	3.268	820.61	1ME	
7317	5.776	177.78	6MSOH	
7317	6.055	96.97	1MP	
7219	1.205	341.1	2OH1ME	
7219	1.671	779.77	sinigrin	
7219	3.152	385.54	1ME	
7219	5.703	1233.85	6MSOH	
7032	1.684	1102.42	sinigrin	
7032	3.172	538.33	1ME	
7032	5.976	344.4	1MP	
7017	1.202	1513.97	2OH1ME	
7017	1.674	955.83	sinigrin	
7017	3.175	215.62	1ME	
7017	5.697	800.4	6MSOH	
7368	1.651	803.27	sinigrin	
7368	3.106	1166.76	1ME	
7368	5.706	172.18	6MSOH	
7368	5.975	771.71	1MP	
6646	1.653	731.65	sinigrin	
6646	3.131	840.52	1ME	
6646	5.691	18.13	6MSOH	
6646	5.954	86.37	1MP	
7401	1.668	838.47	sinigrin	
7401	3.134	564.2	1ME	
7401	5.701	91.53	6MSOH	
7401	5.959	145.18	1MP	
7602	1.639	701.11	sinigrin	
7602	3.102	705.0	1ME	
7602	5.698	159.28	6MSOH	
7602	5.965	184.33	1MP	
6823	1.257	592.15	2OH1ME	
6823	1.765	785.32	sinigrin	
6823	3.295	9.64	1ME	
6823	5.8	44.89	6MSOH	
7267	1.652	831.03	sinigrin	
7267	3.105	496.39	1ME	
7267	5.691	206.61	6MSOH	
7055	1.207	48.15	2OH1ME	
7055	1.682	820.46	sinigrin	
7695	1.649	608.25	sinigrin	
7695	3.109	2258.47	1ME	
7695	5.71	56.51	6MSOH	
7695	5.978	179.54	1MP	
7693	1.112	11.46	2OH1ME	
7693	1.69	810.88	sinigrin	
7693	3.194	174.13	1ME	
7693	5.708	36.6	6MSOH	
7693	5.974	157.21	1MP	
7591	1.672	739.8	sinigrin	
7591	3.149	574.66	1ME	
7591	5.715	224.38	6MSOH	
7591	5.98	388.53	1MP	
6791	1.207	5849.4	2OH1ME	
6791	1.686	1148.08	sinigrin	
6791	3.186	164.41	1ME	
6791	5.706	2628.6	6MSOH	
7292	1.65	740.13	sinigrin	
7292	3.082	8.46	1ME	
7292	5.687	253.81	6MSOH	
7229	1.21	82.05	2OH1ME	
7229	1.688	852.95	sinigrin	
7229	3.188	347.17	1ME	
7229	5.715	589.32	6MSOH	
7060	1.648	654.98	sinigrin	
7060	3.021	41.57	1ME	
7060	5.685	2981.22	6MSOH	
6527	1.676	766.51	sinigrin	
6510	1.639	770.59	sinigrin	
6510	3.105	2177.78	1ME	
6510	5.692	18.98	6MSOH	
6510	5.954	526.33	1MP	
7645	1.65	673.82	sinigrin	
7645	3.016	38.29	1ME	
7645	5.7	2627.76	6MSOH	
6277	1.61	818.5	sinigrin	
6277	3.059	1763.7	1ME	
6277	5.671	31.97	6MSOH	
6277	5.929	59.97	1MP	
6900	1.153	545.03	2OH1ME	
6900	1.596	973.69	sinigrin	
6900	3.048	35.57	1ME	
6900	5.683	37.37	6MSOH	
6794	1.018	12.07	2OH1ME	
6794	1.585	931.12	sinigrin	
6794	3.03	1934.01	1ME	
6794	5.945	167.77	1MP	
7095	1.14	354.06	2OH1ME	
7095	1.599	901.54	sinigrin	
7095	5.674	16.36	6MSOH	
7436	1.654	686.62	sinigrin	
7436	3.141	142.43	1ME	
7436	5.679	40.52	6MSOH	
6416	1.633	576.57	sinigrin	
6416	3.093	24.89	1ME	
6416	5.919	9.86	1MP	
7658	1.618	455.74	sinigrin	
7658	3.08	194.83	1ME	
7658	5.659	59.41	6MSOH	
7658	5.915	179.14	1MP	
6825	1.619	423.41	sinigrin	
6825	3.083	704.87	1ME	
6825	5.914	530.98	1MP	
7765	1.144	843.85	2OH1ME	
7765	1.604	812.48	sinigrin	
7765	3.05	727.27	1ME	
7765	5.659	309.29	6MSOH	
7381	1.639	468.52	sinigrin	
7381	3.106	2968.35	1ME	
7381	5.663	174.12	6MSOH	
7381	5.919	323.58	1MP	
7392	1.626	422.51	sinigrin	
7392	3.086	543.68	1ME	
7392	5.662	77.01	6MSOH	
7392	5.917	311.23	1MP	
7242	1.613	729.22	sinigrin	
7242	3.065	194.22	1ME	
7242	5.667	74.73	6MSOH	
7242	5.921	68.01	1MP	
6873	1.053	12.62	2OH1ME	
6873	1.625	1033.43	sinigrin	
6873	3.083	820.57	1ME	
6873	5.69	53.06	6MSOH	
6873	5.945	751.62	1MP	
7046	1.622	454.59	sinigrin	
7046	3.084	268.51	1ME	
7046	5.915	144.71	1MP	
6230	1.602	825.56	sinigrin	
6230	3.051	108.18	1ME	
6230	5.931	18.42	1MP	
6374	1.603	743.06	sinigrin	
6374	5.662	1101.34	6MSOH	
7743	1.151	196.37	2OH1ME	
7743	1.615	454.75	sinigrin	
7743	3.072	215.19	1ME	
7743	5.657	45.65	6MSOH	
7743	5.911	14.45	1MP	
6852	1.159	1358.15	2OH1ME	
6852	1.623	589.26	sinigrin	
6852	3.068	51.36	1ME	
6852	5.655	768.18	6MSOH	
6533	1.63	437.95	sinigrin	
6533	3.102	872.72	1ME	
6533	5.66	40.42	6MSOH	
6533	5.916	791.66	1MP	
6637	1.627	470.14	sinigrin	
6637	3.094	550.47	1ME	
6637	5.915	292.62	1MP	
7435	1.651	619.55	sinigrin	
7435	3.134	360.95	1ME	
7435	5.673	50.31	6MSOH	
7435	5.933	158.62	1MP	
7593	1.162	301.35	2OH1ME	
7593	1.624	453.94	sinigrin	
7593	3.083	347.25	1ME	
7593	5.659	137.57	6MSOH	
6351	1.16	45.34	2OH1ME	
6351	1.633	486.51	sinigrin	
6351	5.663	11.95	6MSOH	
6515	1.608	746.83	sinigrin	
6515	3.049	1091.07	1ME	
6515	5.661	44.0	6MSOH	
6515	5.917	315.6	1MP	
6201	1.633	501.74	sinigrin	
6201	5.665	8.19	6MSOH	
6367	1.597	719.98	sinigrin	
6367	3.045	1889.47	1ME	
